a,b
a60,b24
a33,b53
a2,b35
a44,b1
a17,b24
a50,b18
a19,b62
a19,b66
a16,b68
a4,b58
a13,b13
a16,b30
a33,b23
a68,b31
a0,b3
a65,b40
a28,b0
a16,b20
a64,b7
a30,b32
a49,b1
a33,b50
a34,b21
a49,b59
a70,b53
a70,b23
a64,b38
a51,b65
a41,b66
a33,b32
a32,b19
a60,b61
a24,b5
a61,b20
a0,b58
a1,b32
a4,b47
a38,b12
a61,b37
a1,b4
a26,b45
a14,b16
a55,b19
a6,b42
a45,b50
a38,b35
a40,b41
a54,b36
a58,b67
a54,b10
a51,b66
a41,b10
a12,b8
a41,b48
a1,b68
a0,b0
a43,b53
a69,b46
a57,b1
a69,b52
a35,b44
a68,b22
a20,b66
a43,b30
a26,b62
a37,b52
a49,b2
a38,b3
a14,b52
a67,b64
a30,b25
a67,b67
a57,b5
a22,b47
a62,b39
a10,b56
a63,b41
a54,b7
a0,b4
a65,b27
a65,b1
a2,b24
a38,b61
a62,b42
a62,b38
a66,b33
a52,b61
a27,b37
a2,b52
a43,b47
a37,b35
a10,b67
a43,b17
a33,b60
a61,b11
a63,b29
a37,b42
a56,b46
a26,b42
a31,b66
a31,b18
a41,b1
a45,b14
a36,b50
a7,b51
a22,b29
a12,b13
a44,b59
a47,b64
a27,b20
a12,b20
a49,b20
a25,b26
a1,b10
a65,b49
a53,b58
a24,b38
a14,b17
a70,b60
a7,b56
a33,b8
a10,b41
a4,b1
a8,b7
a12,b40
a33,b43
a20,b55
a25,b40
a70,b69
a26,b40
a38,b30
a55,b66
a34,b58
a27,b16
a59,b6
a28,b29
a68,b35
a22,b48
a54,b57
a33,b21
a69,b26
a22,b5
a47,b61
a3,b3
a41,b29
a32,b60
a2,b49
a40,b48
a25,b29
a16,b19
a58,b43
a2,b2
a21,b37
a45,b58
a42,b54
a21,b68
a41,b3
a6,b9
a43,b48
a30,b49
a43,b19
a67,b66
a54,b43
a3,b26
a29,b27
a17,b65
a7,b15
a22,b11
a16,b39
a57,b54
a12,b9
a11,b50
a46,b13
a16,b36
a49,b50
a31,b2
a25,b5
a5,b15
a34,b0
a32,b7
a60,b3
a21,b60
a55,b38
a50,b68
a64,b36
a65,b13
a62,b8
a43,b10
a24,b40
a64,b22
a19,b28
a33,b5
a51,b19
a69,b39
a55,b50
a63,b31
a9,b24
a19,b37
a34,b60
a58,b29
a30,b39
a30,b41
a46,b5
a45,b27
a26,b58
a11,b19
a65,b33
a48,b4
a52,b60
a1,b44
a25,b39
a45,b22
a68,b55
a32,b29
a42,b58
a28,b39
a67,b70
a5,b53
a30,b45
a53,b31
a38,b36
a18,b53
a1,b46
a16,b47
a30,b54
a29,b26
a59,b26
a0,b8
a41,b45
a38,b52
a66,b10
a51,b34
a2,b5
a22,b69
a68,b50
a69,b62
a21,b24
a4,b29
a32,b45
a52,b40
a37,b62
a35,b31
a20,b21
a27,b11
a58,b65
a0,b43
a5,b66
a41,b41
a24,b35
a31,b48
a65,b29
a36,b59
a29,b53
a62,b50
a11,b6
a7,b61
a12,b6
a17,b12
a24,b61
a1,b64
a27,b19
a5,b5
a42,b14
a32,b23
a29,b38
a26,b1
a49,b40
a47,b50
a50,b9
a30,b11
a24,b1
a62,b31
a37,b46
a39,b0
a27,b62
a40,b13
a45,b6
a61,b59
a60,b11
a16,b2
a12,b12
a65,b41
a39,b38
a63,b60
a62,b61
a60,b41
a55,b65
a43,b68
a59,b34
a42,b37
a19,b0
a22,b15
a55,b56
a53,b53
a1,b19
a2,b59
a7,b48
a37,b23
a35,b62
a32,b55
a9,b65
a61,b51
a61,b15
a6,b62
a37,b25
a29,b50
a51,b41
a23,b25
a42,b15
a16,b52
a15,b25
a24,b41
a61,b64
a55,b47
a36,b60
a56,b61
a60,b4
a25,b70
a67,b57
a38,b4
a6,b0
a37,b60
a32,b10
a7,b11
a5,b56
a14,b5
a63,b1
a15,b39
a68,b2
a59,b25
a12,b54
a13,b20
a44,b24
a47,b33
a14,b70
a58,b49
