c,d
c9,d65
c60,d19
c33,d12
c33,d2
c0,d35
c58,d40
c45,d43
c40,d41
c17,d38
c38,d13
c58,d7
c35,d33
c24,d32
c46,d16
c22,d39
c28,d60
c35,d67
c22,d47
c62,d5
c14,d55
c64,d48
c68,d12
c60,d39
c20,d65
c33,d22
c28,d58
c30,d46
c65,d7
c49,d33
c58,d56
c42,d64
c19,d22
c38,d41
c21,d43
c58,d44
c36,d29
c69,d3
c5,d26
c25,d63
c54,d39
c35,d43
c14,d33
c15,d13
c21,d35
c68,d34
c63,d47
c48,d23
c45,d49
c11,d24
c55,d12
c39,d11
c49,d26
c57,d62
c42,d5
c0,d44
c65,d42
c12,d17
c63,d13
c53,d63
c69,d62
c49,d18
c2,d30
c28,d67
c29,d9
c37,d8
c36,d41
c33,d64
c29,d11
c64,d17
c10,d12
c67,d10
c0,d36
c56,d26
c44,d34
c26,d36
c57,d64
c2,d42
c54,d65
c3,d34
c9,d13
c32,d69
c10,d25
c14,d7
c35,d41
c27,d25
c32,d51
c41,d13
c32,d55
c24,d63
c36,d48
c55,d56
c22,d19
c53,d57
c15,d40
c44,d9
c35,d49
c30,d17
c10,d45
c50,d13
c11,d19
c18,d46
c59,d64
c57,d29
c59,d16
c47,d31
c42,d41
c69,d49
c11,d5
c70,d57
c67,d2
c66,d11
c39,d25
c12,d36
c11,d9
c2,d12
c49,d9
c28,d46
c18,d59
c2,d35
c19,d28
c48,d34
c46,d55
c16,d21
c39,d7
c63,d43
c35,d2
c9,d7
c50,d0
c34,d7
c27,d60
c9,d58
c54,d58
c60,d24
c28,d28
c15,d68
c59,d34
c34,d12
c69,d21
c64,d57
c36,d13
c14,d58
c52,d19
c6,d52
c68,d4
c49,d10
c17,d28
c46,d24
c20,d31
c51,d62
c36,d22
c56,d62
c49,d38
c47,d30
c63,d16
c18,d0
c52,d8
c0,d29
c30,d52
c32,d68
c54,d41
c34,d17
c34,d46
c56,d50
c46,d12
c29,d62
c29,d32
c49,d39
c47,d26
c27,d45
c45,d32
c66,d59
c29,d61
c53,d30
c38,d47
c47,d48
c19,d69
c24,d58
c58,d52
c45,d21
c54,d55
c1,d4
c32,d32
c45,d35
c61,d18
c38,d0
c25,d62
c2,d63
c66,d27
c23,d32
c3,d55
c64,d9
c70,d12
c1,d65
c66,d66
c2,d16
c57,d31
c24,d46
c22,d59
c28,d56
c57,d50
c0,d53
c44,d10
c33,d6
c24,d52
c57,d53
c53,d43
c58,d3
c36,d6
c33,d38
c25,d57
c38,d42
c58,d50
c57,d26
c55,d27
c68,d35
c46,d45
c26,d22
c8,d42
c56,d45
c39,d8
c25,d24
c62,d45
c13,d22
c26,d53
c45,d25
c67,d14
c11,d26
c62,d30
c16,d19
c49,d55
c50,d42
c64,d27
c67,d17
c58,d47
c54,d48
c67,d11
c13,d11
c39,d35
c8,d17
c27,d52
c53,d8
c32,d21
c3,d30
c19,d49
c6,d35
c54,d11
c29,d35
c6,d45
c33,d3
c6,d44
c32,d23
c24,d11
c53,d26
c4,d29
c30,d39
c45,d15
c68,d25
c25,d11
c52,d22
c47,d34
c26,d24
c27,d48
c25,d22
c10,d41
c38,d8
c60,d55
c17,d59
c20,d41
c31,d34
c70,d6
c23,d48
c65,d34
c10,d31
c34,d45
c29,d56
c27,d44
c46,d52
c2,d26
c28,d14
c2,d52
c11,d46
c44,d3
c44,d57
c33,d58
c42,d58
c5,d33
c49,d63
c42,d9
c35,d42
c53,d42
c68,d15
c46,d30
c5,d11
c22,d41
c7,d59
c3,d40
c18,d21
c5,d12
c18,d35
c46,d41
c50,d34
c62,d61
c69,d59
c30,d0
c28,d17
c6,d64
c59,d61
c64,d1
c44,d46
c30,d55
c17,d70
c20,d13
c36,d43
c67,d63
c9,d62
c46,d0
c70,d64
c31,d7
c55,d26
c2,d38
c37,d17
c37,d62
c7,d15
c31,d20
c22,d55
c12,d33
c11,d65
c41,d51
c28,d54
c5,d35
c47,d69
c68,d67
c40,d47
c61,d19
c55,d55
c68,d52
