b,c
b66,c28
b21,c27
b40,c36
b41,c42
b44,c2
b33,c45
b64,c40
b52,c44
b34,c62
b14,c44
b26,c34
b55,c44
b58,c44
b27,c13
b55,c47
b67,c59
b43,c63
b42,c25
b38,c14
b26,c25
b4,c66
b63,c21
b26,c12
b56,c56
b53,c21
b59,c64
b16,c53
b46,c60
b50,c51
b37,c55
b44,c66
b67,c19
b64,c57
b0,c49
b53,c52
b50,c7
b70,c36
b23,c25
b38,c10
b58,c58
b47,c52
b17,c39
b38,c64
b57,c5
b61,c1
b24,c18
b34,c29
b17,c60
b51,c0
b50,c53
b47,c26
b14,c66
b57,c17
b61,c43
b45,c49
b63,c1
b21,c35
b16,c49
b26,c53
b68,c34
b43,c24
b52,c53
b12,c67
b64,c36
b23,c2
b7,c5
b60,c40
b6,c41
b53,c13
b50,c60
b47,c23
b69,c61
b67,c22
b49,c58
b35,c30
b44,c9
b19,c51
b50,c37
b1,c7
b50,c65
b40,c24
b53,c59
b60,c45
b48,c2
b57,c57
b22,c47
b6,c26
b68,c65
b5,c20
b39,c26
b32,c64
b28,c8
b58,c4
b51,c57
b64,c10
b43,c22
b67,c37
b64,c12
b39,c66
b7,c59
b63,c28
b25,c31
b64,c18
b15,c16
b8,c37
b1,c25
b10,c63
b8,c53
b55,c2
b21,c38
b47,c65
b25,c6
b51,c36
b25,c60
b11,c26
b10,c32
b26,c58
b20,c17
b30,c35
b10,c10
b14,c70
b52,c10
b6,c21
b54,c44
b30,c36
b56,c29
b17,c4
b14,c23
b67,c38
b11,c70
b26,c15
b49,c1
b67,c11
b11,c69
b45,c6
b37,c45
b41,c25
b9,c62
b7,c2
b42,c18
b69,c29
b40,c31
b24,c57
b68,c59
b68,c49
b54,c26
b4,c40
b1,c1
b13,c25
b22,c60
b60,c17
b32,c18
b46,c39
b41,c55
b26,c56
b44,c22
b36,c33
b51,c31
b20,c43
b25,c53
b51,c45
b61,c66
b12,c2
b54,c29
b6,c30
b8,c62
b38,c30
b47,c33
b35,c12
b63,c41
b45,c45
b12,c30
b9,c10
b69,c0
b28,c19
b45,c51
b65,c51
b55,c4
b51,c9
b47,c36
b64,c48
b21,c30
b38,c23
b67,c45
b48,c49
b51,c50
b24,c68
b19,c69
b51,c13
b51,c34
b51,c47
b21,c40
b68,c21
b26,c8
b40,c42
b0,c39
b8,c0
b31,c17
b55,c20
b29,c17
b39,c42
b41,c17
b26,c3
b15,c66
b22,c39
b16,c70
b17,c53
b10,c58
b65,c6
b23,c5
b16,c11
b33,c35
b52,c56
b13,c9
b16,c27
b33,c49
b37,c8
b60,c37
b56,c69
b57,c1
b2,c67
b69,c26
b61,c5
b53,c20
b13,c52
b14,c61
b58,c41
b66,c25
b35,c41
b10,c4
b36,c69
b31,c20
b42,c21
b60,c50
b8,c1
b60,c21
b23,c29
b17,c2
b25,c30
b31,c53
b28,c21
b47,c31
b26,c70
b15,c70
b37,c39
b34,c69
b64,c46
b67,c18
b10,c21
b12,c10
b47,c7
b69,c15
b29,c3
b40,c9
b61,c7
b16,c6
b57,c44
b49,c39
b13,c46
b65,c19
b67,c63
b24,c12
b33,c8
b63,c53
b9,c34
b15,c36
b13,c45
b17,c70
b45,c43
b70,c0
b12,c61
b28,c30
b35,c49
b67,c28
b43,c38
b22,c3
b18,c20
b1,c67
b6,c46
b44,c31
b48,c3
b48,c28
b6,c45
b30,c45
b20,c53
b3,c61
b65,c27
b14,c22
b63,c61
b11,c56
b15,c34
b20,c20
b21,c37
b64,c5
b15,c50
b40,c11
b50,c31
b54,c22
b5,c6
b42,c16
b2,c9
b55,c48
b27,c54
b1,c60
b16,c10
b58,c9
b19,c49
b8,c9
b27,c7
b12,c49
b28,c50
b27,c38
b8,c29
b48,c40
b6,c4
b59,c0
b18,c25
b35,c65
b33,c14
b50,c59
b43,c45
b49,c17
b2,c52
b21,c46
b13,c60
b41,c63
b32,c62
b31,c27
b46,c23
b48,c8
b38,c69
b8,c40
b1,c24
b18,c9
b9,c36
b54,c35
