a,b
a30,b81
a15,b71
a92,b64
a35,b49
a46,b8
a97,b31
a72,b65
a53,b69
a60,b5
a80,b44
a81,b77
a6,b46
a70,b24
a14,b70
a14,b79
a66,b90
a50,b67
a28,b24
a17,b20
a41,b62
a40,b30
a7,b96
a4,b55
a29,b44
a89,b81
a57,b52
a12,b58
a70,b31
a12,b19
a33,b75
a48,b44
a9,b47
a27,b89
a48,b24
a98,b52
a66,b64
a26,b40
a69,b18
a41,b84
a92,b38
a41,b65
a67,b26
a40,b90
a66,b7
a75,b28
a29,b50
a48,b48
a79,b94
a27,b21
a67,b59
a28,b81
a90,b18
a5,b6
a17,b56
a53,b67
a89,b54
a48,b92
a61,b92
a87,b33
a15,b80
a64,b98
a83,b14
a7,b99
a9,b77
a56,b5
a84,b78
a57,b20
a57,b59
a63,b8
a53,b94
a78,b38
a50,b13
a27,b44
a2,b11
a3,b13
a12,b54
a30,b64
a16,b99
a19,b92
a98,b32
a57,b99
a63,b21
a33,b52
a57,b18
a25,b73
a76,b1
a21,b15
a27,b14
a59,b88
a24,b29
a98,b87
a92,b2
a90,b76
a77,b85
a74,b25
a85,b17
a32,b59
a65,b8
a27,b11
a90,b91
a74,b71
a11,b77
a53,b77
a1,b34
a50,b34
a5,b65
a45,b91
a99,b26
a16,b0
a82,b49
a1,b10
a25,b79
a64,b73
a93,b92
a56,b88
a73,b34
a6,b88
a84,b72
a21,b4
a84,b45
a24,b78
a33,b34
a74,b72
a14,b37
a40,b88
a85,b50
a34,b27
a23,b98
a35,b15
a80,b8
a32,b68
a84,b7
a89,b24
a22,b54
a3,b9
a19,b31
a38,b19
a71,b43
a63,b90
a46,b98
a55,b38
a2,b51
a68,b86
a16,b67
a57,b68
a82,b38
a91,b6
a37,b26
a35,b1
a34,b19
a26,b28
a93,b99
a49,b46
a80,b28
a90,b65
a47,b30
a47,b86
a74,b26
a75,b92
a75,b83
a78,b45
a65,b74
a91,b42
a74,b22
a34,b89
a66,b94
a82,b81
a9,b48
a55,b14
a20,b38
a21,b56
a99,b8
a72,b0
a1,b65
a76,b23
a33,b10
a12,b62
a16,b59
a76,b51
a58,b90
a69,b96
a30,b23
a98,b43
a93,b0
a59,b36
a52,b97
a66,b13
a39,b17
a84,b0
a40,b58
a19,b55
a0,b22
a72,b29
a95,b43
a51,b14
a80,b46
a41,b86
a57,b88
a62,b42
a8,b66
a6,b92
a38,b7
a39,b21
a63,b15
a12,b95
a85,b27
a10,b14
a31,b4
a49,b98
a21,b65
a23,b15
a80,b45
a18,b10
a54,b39
a28,b22
a72,b5
a68,b27
a87,b54
a90,b96
a6,b72
a37,b89
a98,b38
a38,b94
a10,b86
a53,b50
a47,b46
a86,b42
a75,b94
a10,b27
a86,b64
a6,b13
a8,b25
a31,b78
a69,b57
a47,b9
a40,b73
a83,b84
a98,b6
a4,b97
a39,b39
a18,b0
a57,b51
a36,b20
a95,b49
a62,b53
a0,b52
a58,b42
a12,b79
a30,b68
a66,b99
a66,b3
a83,b91
a38,b76
a92,b58
a58,b79
a4,b32
a2,b75
a58,b19
a33,b41
a77,b36
a4,b57
a39,b6
a0,b19
a1,b39
a85,b78
a9,b35
a21,b27
a93,b47
a36,b42
a56,b52
a61,b72
a71,b87
a59,b26
a3,b34
a96,b5
a79,b68
a93,b6
a11,b52
a69,b73
a57,b40
a31,b62
a27,b94
a24,b19
a45,b45
a68,b47
a54,b99
a25,b9
a53,b10
a20,b25
a64,b90
a90,b98
a23,b81
a87,b43
a20,b88
a84,b22
a31,b6
a76,b65
a78,b81
a97,b61
a42,b89
a68,b67
a52,b63
a9,b2
a92,b13
a43,b65
a35,b10
a98,b81
a38,b17
a41,b17
a69,b44
a56,b70
a57,b11
a53,b56
a82,b15
a27,b4
a85,b3
a19,b32
a26,b37
a81,b95
a15,b77
a22,b37
a42,b51
a72,b17
a55,b29
a6,b48
a64,b27
a66,b27
a61,b97
a57,b44
a62,b27
a13,b27
a54,b16
a95,b81
a47,b55
a90,b37
a64,b60
a45,b64
a93,b39
a36,b8
a42,b12
a3,b77
a47,b89
a54,b60
a63,b18
a62,b68
a41,b54
a50,b15
a77,b42
a63,b65
a11,b89
a55,b86
a67,b45
a50,b25
a42,b5
a65,b37
a43,b68
a6,b12
a1,b55
a69,b5
a79,b50
a29,b84
a85,b25
a4,b9
a97,b51
a43,b72
a23,b67
a47,b58
a70,b82
a17,b50
a45,b61
a64,b59
a20,b13
a67,b82
a40,b78
a43,b86
a84,b3
a76,b10
a9,b95
a75,b47
a91,b84
a10,b65
a16,b37
a31,b60
a69,b21
a25,b24
a56,b24
a32,b67
a64,b0
a88,b64
a96,b9
a9,b13
a5,b93
a35,b63
a46,b66
a31,b63
a81,b28
a90,b62
a58,b32
a92,b31
a30,b96
a8,b58
a75,b98
a13,b36
a41,b48
a12,b7
a69,b25
a71,b53
a40,b32
a70,b2
a0,b11
a17,b99
a2,b46
a44,b40
a40,b6
a48,b27
a1,b80
a10,b39
a61,b78
a7,b44
a43,b32
a8,b23
a24,b7
a54,b97
a29,b22
a33,b28
a64,b5
a74,b65
a89,b90
a98,b3
a1,b42
a56,b37
a41,b97
a62,b74
a91,b66
a78,b7
a31,b98
a39,b31
a60,b71
a23,b2
a24,b68
a18,b85
a2,b59
a1,b26
a6,b35
a47,b48
a2,b73
a28,b25
a62,b99
a78,b71
a83,b58
a22,b98
a13,b6
a72,b95
a45,b69
a66,b38
a74,b47
a17,b41
a15,b97
a87,b36
a82,b79
a44,b2
a75,b1
a13,b38
a10,b51
a31,b30
a43,b16
a80,b9
a28,b44
a22,b22
a39,b58
a39,b71
a77,b43
a69,b84
a71,b88
a74,b64
a48,b50
a51,b56
a73,b14
a86,b52
a83,b45
a2,b4
a47,b37
a45,b3
a25,b27
a35,b12
a62,b39
a16,b74
a87,b18
a83,b17
a54,b32
a91,b11
a52,b0
a27,b7
a25,b56
a47,b42
a21,b39
a99,b48
a89,b33
a55,b43
a60,b74
a69,b63
a10,b12
a12,b70
a4,b41
a45,b4
a60,b15
a37,b11
a85,b57
a77,b12
a26,b73
a59,b75
a71,b27
a5,b98
a39,b74
a22,b29
a44,b86
a17,b92
a31,b58
a69,b31
a99,b98
a64,b71
a0,b97
a17,b38
a66,b34
a27,b34
a34,b51
a63,b28
a94,b9
a93,b45
a15,b29
a22,b42
a16,b42
a1,b62
a76,b49
a18,b76
a94,b64
a52,b66
a70,b13
a42,b29
a19,b42
a86,b30
a19,b9
a4,b42
a16,b2
a66,b28
a7,b13
a47,b34
a75,b12
a1,b25
a19,b76
a68,b79
a87,b45
a32,b73
a69,b86
a28,b84
a97,b85
a98,b84
a66,b1
a16,b72
a33,b78
a58,b21
a56,b18
a6,b78
a90,b2
a82,b16
a16,b65
a21,b58
a38,b51
a40,b5
a11,b47
a84,b11
a57,b90
a22,b5
a94,b22
a19,b51
a74,b40
a70,b22
a43,b92
a98,b77
a52,b28
a33,b80
a26,b39
a91,b16
a42,b86
a78,b12
a42,b31
a68,b16
a69,b91
a87,b63
a98,b48
a87,b65
a59,b58
a23,b16
a47,b75
a95,b84
a22,b15
a73,b24
a16,b35
a30,b27
a81,b37
a24,b86
a6,b16
a73,b57
a50,b54
a50,b35
a80,b33
a42,b96
a0,b78
a59,b2
a99,b25
a35,b9
a74,b14
a19,b89
a71,b99
a50,b42
a13,b15
a7,b54
a35,b69
a0,b32
a67,b43
a31,b3
a15,b6
a90,b17
a80,b95
a45,b56
a70,b80
a54,b9
a39,b55
a61,b53
a16,b21
a38,b14
a35,b70
a6,b59
a44,b38
a23,b58
a4,b72
a61,b83
a3,b49
a68,b13
a91,b77
a59,b48
a5,b12
a45,b76
a90,b78
a20,b60
a11,b54
a73,b59
a99,b3
a7,b76
a5,b10
a92,b11
a85,b14
a26,b85
a99,b58
a51,b71
a33,b15
a88,b8
a90,b83
a70,b11
a18,b7
a9,b64
a18,b93
a25,b41
a74,b19
a35,b55
a68,b97
a26,b72
a75,b18
a46,b50
a92,b63
a33,b61
a90,b28
a11,b25
a52,b89
a29,b89
a86,b96
a87,b27
a92,b93
a41,b20
a45,b20
a46,b17
a6,b57
a18,b77
a27,b2
a62,b0
a86,b39
a68,b82
a94,b0
a0,b61
a0,b28
a48,b53
a23,b61
a56,b99
a58,b71
a18,b5
a75,b3
a88,b22
a95,b79
a58,b27
a74,b76
a98,b70
a25,b49
a92,b37
a89,b3
a65,b96
a50,b51
a47,b31
a13,b14
a72,b25
a11,b63
a13,b33
a19,b7
a56,b2
a81,b71
a16,b52
a30,b70
a48,b19
a36,b36
a14,b11
a55,b9
a36,b49
a13,b68
a5,b22
a22,b73
a42,b20
a94,b76
a78,b97
a38,b72
a85,b43
a21,b53
a8,b75
a92,b70
a2,b62
a65,b89
a82,b2
a77,b71
a82,b83
a18,b63
a88,b53
a46,b48
a79,b63
a13,b75
a29,b62
a3,b29
a19,b12
a2,b14
a34,b69
a14,b28
a65,b44
a28,b17
a87,b22
a27,b45
a33,b91
a9,b5
a7,b18
a30,b46
a3,b63
a76,b6
a53,b5
a13,b65
a77,b59
a68,b59
a14,b97
a49,b26
a36,b29
a41,b39
a86,b98
a6,b11
a4,b20
a52,b17
a57,b73
a16,b3
a13,b78
a49,b36
a11,b28
a44,b29
a5,b45
a95,b76
a27,b75
a79,b55
a58,b30
a97,b46
a43,b90
a4,b18
a38,b86
a91,b92
a8,b77
a77,b19
a92,b88
a0,b46
a37,b9
a60,b58
a64,b92
a84,b5
a51,b68
a92,b20
a13,b57
a53,b60
a4,b90
a91,b55
a25,b38
a89,b55
a36,b65
a52,b84
a80,b77
a75,b54
a66,b6
a95,b7
a87,b8
a66,b73
a21,b17
a21,b61
a76,b28
a24,b75
a26,b15
a22,b80
a3,b79
a1,b1
a86,b27
a13,b77
a0,b71
a60,b93
a0,b2
a49,b18
a30,b67
a29,b47
a91,b74
a50,b20
a35,b81
a50,b76
a18,b34
a53,b48
a9,b1
a98,b15
a73,b33
a74,b43
a25,b76
a70,b45
a79,b36
a72,b23
a64,b25
a38,b34
a72,b93
a34,b10
a24,b70
a94,b2
a53,b78
a24,b90
a4,b67
a36,b52
a95,b54
a56,b48
a92,b18
a75,b63
a88,b56
a75,b41
a19,b94
a12,b98
a17,b22
a74,b36
a16,b51
a94,b74
a55,b73
a95,b60
a35,b24
a38,b66
a0,b3
a29,b15
a2,b54
a6,b84
a99,b65
a11,b74
a43,b0
a73,b44
a5,b28
a18,b30
a34,b95
a82,b43
a79,b82
a73,b41
a62,b26
a98,b91
a65,b29
a62,b48
a84,b50
a39,b18
a32,b18
a58,b46
a74,b50
a44,b19
a21,b69
a3,b65
a76,b50
a37,b37
a44,b43
a40,b80
a80,b94
a48,b25
a77,b3
a13,b23
a53,b66
a81,b14
a7,b4
a1,b86
a11,b0
a91,b94
a51,b86
a92,b28
a10,b49
a36,b81
a15,b98
a57,b95
a6,b18
a56,b62
a44,b36
a5,b97
a49,b33
a69,b12
a77,b52
a66,b26
a30,b0
a26,b38
a96,b77
a3,b66
a61,b12
a2,b27
a64,b13
a30,b13
a46,b20
a29,b64
a72,b46
a46,b95
a8,b5
a22,b40
a79,b77
a83,b22
a13,b3
a72,b18
a57,b15
a85,b1
a37,b51
a53,b74
a23,b27
a55,b4
a51,b38
a65,b16
a29,b91
a87,b74
a76,b73
a42,b15
a44,b32
a41,b57
a17,b26
a31,b20
a71,b18
a49,b28
a66,b42
a66,b29
a48,b56
a85,b35
a31,b81
a69,b56
a68,b60
a34,b63
a13,b63
a84,b42
a17,b79
a96,b66
a97,b79
a27,b1
a3,b55
a44,b25
a81,b59
a73,b66
a23,b73
a40,b20
a74,b31
a64,b18
a4,b74
a95,b11
a30,b21
a83,b21
a54,b22
a15,b37
a97,b97
a99,b87
a21,b51
a94,b6
a28,b13
a99,b12
a27,b64
a43,b37
a91,b39
a80,b97
a52,b50
a45,b41
a49,b51
a88,b71
a62,b38
a62,b88
a0,b38
a35,b13
a74,b69
a67,b84
a13,b41
a36,b5
a82,b52
a35,b17
a86,b89
a98,b76
a4,b91
a65,b35
a90,b24
a51,b20
a91,b83
a37,b71
a87,b39
a32,b96
a50,b3
a27,b81
a43,b81
a4,b47
a77,b73
a54,b79
a72,b67
a51,b60
a2,b70
a59,b73
a84,b96
a4,b14
a68,b96
a21,b50
a58,b96
a71,b47
a65,b14
a95,b61
a0,b53
a35,b54
a33,b82
a49,b7
a93,b40
a75,b10
a9,b11
a30,b18
a2,b31
a20,b83
a65,b51
a55,b32
a15,b95
a80,b42
a75,b32
a86,b43
a19,b22
a94,b31
a61,b26
a39,b15
a4,b49
a7,b80
a55,b18
a2,b10
a33,b96
a2,b58
a68,b72
a4,b68
a57,b74
a77,b58
a31,b97
a39,b95
a41,b34
a10,b79
a5,b46
a98,b46
a78,b36
a97,b53
a4,b62
a35,b52
a22,b6
a1,b58
a32,b77
a76,b12
a68,b28
a78,b87
a68,b24
a70,b57
a6,b34
a24,b43
a85,b92
a44,b97
a28,b96
a27,b72
a77,b88
a56,b95
a99,b17
a23,b31
a18,b52
a14,b23
a88,b41
a31,b29
a71,b97
a87,b82
a68,b98
a39,b77
a14,b24
a47,b0
a2,b88
a37,b68
a17,b97
a2,b64
a14,b75
a88,b5
a15,b3
a8,b28
a85,b68
a25,b10
a58,b87
a2,b32
a20,b11
a24,b74
a7,b83
a18,b71
a40,b14
a22,b62
a87,b64
a21,b94
a72,b75
a55,b23
a16,b97
a75,b51
a90,b41
a61,b9
a77,b66
a25,b11
a29,b5
a12,b15
a93,b69
a19,b91
a51,b77
a74,b45
a48,b15
a10,b60
a4,b23
a87,b62
a11,b91
a85,b21
a51,b44
a71,b20
a44,b72
a25,b90
a44,b87
a44,b78
a98,b44
a69,b99
a70,b91
a56,b98
a40,b12
a7,b94
a34,b98
a77,b14
a45,b12
a67,b99
a5,b4
a56,b40
a85,b39
a36,b9
a30,b60
a18,b21
a53,b57
a46,b86
a7,b46
a71,b93
a75,b88
a84,b92
a40,b83
a25,b22
a68,b93
a31,b36
a29,b18
a96,b39
a21,b49
a99,b96
a21,b90
a85,b84
a93,b36
a72,b96
a58,b63
a83,b88
a16,b38
a7,b49
a56,b55
a13,b26
a92,b0
a28,b58
a41,b95
a73,b96
a85,b24
a99,b41
a52,b45
a82,b92
a97,b1
a49,b84
a75,b65
a87,b89
a51,b76
a33,b84
a91,b65
a10,b26
a37,b6
a40,b16
a83,b62
a82,b67
a75,b29
a54,b50
a19,b30
a96,b16
a80,b57
a32,b89
a66,b47
a68,b64
a28,b34
a45,b14
a10,b97
a31,b47
a0,b83
a88,b13
a75,b74
a69,b68
a36,b76
a5,b92
a76,b64
a15,b38
a62,b69
a15,b94
a58,b61
a95,b98
a62,b98
a52,b31
a74,b42
a98,b79
a43,b62
a20,b53
a65,b7
a8,b34
a89,b82
a49,b85
a98,b51
a82,b17
a13,b47
a88,b95
a68,b52
a96,b65
a81,b2
a94,b47
a12,b42
a67,b94
a13,b9
a77,b15
a1,b48
a18,b79
a43,b19
a89,b89
a93,b58
a5,b61
a47,b36
a50,b64
a14,b12
a17,b44
a82,b88
a20,b73
a84,b27
a71,b41
a75,b31
a93,b22
a77,b51
a47,b66
a32,b1
a43,b69
a89,b30
a67,b23
a86,b92
a36,b60
a90,b52
a4,b4
a93,b10
a76,b27
a75,b81
a36,b84
a88,b17
a90,b79
a92,b85
a28,b55
a32,b79
a12,b43
a2,b67
a12,b26
a85,b45
a95,b28
a14,b40
a36,b34
a84,b89
a79,b64
a91,b1
a61,b91
a7,b66
a77,b99
a98,b73
a95,b22
a76,b3
a9,b71
a85,b49
a76,b0
a7,b89
a20,b62
a9,b97
a76,b89
a42,b37
a50,b84
a91,b17
a58,b53
a57,b37
a4,b95
a72,b31
a90,b56
a96,b72
a67,b81
a35,b50
a5,b21
a96,b41
a96,b19
a73,b10
a9,b51
a10,b76
a38,b1
a84,b66
a90,b4
a66,b57
a21,b41
a49,b80
a22,b59
a6,b24
a92,b61
a83,b98
a38,b62
a47,b26
a51,b96
a6,b91
a82,b10
a93,b87
a39,b87
a84,b83
a54,b93
a0,b95
a60,b65
a27,b16
a46,b56
a28,b16
a18,b8
a99,b19
a87,b67
a59,b66
a51,b45
a5,b11
a12,b55
a36,b79
a55,b31
a35,b77
a7,b32
a6,b32
a76,b56
a47,b28
a5,b55
a98,b13
a65,b68
a46,b47
a32,b41
a32,b5
a52,b52
a43,b29
a5,b73
a57,b21
a28,b65
a61,b67
a21,b46
a50,b80
a91,b41
a48,b1
a59,b63
a99,b43
a94,b56
a89,b35
a79,b14
a14,b91
a26,b48
a27,b28
a90,b20
a4,b75
a18,b59
a37,b86
a22,b24
a46,b5
a94,b79
a44,b27
a26,b17
a21,b20
a13,b53
a58,b52
a15,b85
a99,b29
a47,b32
a27,b73
a96,b49
a91,b61
a62,b85
a79,b22
a84,b97
a19,b60
a39,b46
a12,b44
a78,b13
a65,b94
a91,b25
a72,b52
a89,b12
a86,b99
a96,b92
a88,b33
a24,b17
a74,b89
a11,b19
a2,b41
a22,b26
a64,b69
a74,b48
a47,b72
a57,b50
a12,b67
a33,b14
a60,b73
a49,b65
a16,b23
a58,b78
a12,b18
a55,b87
a54,b86
a30,b20
a86,b47
a20,b30
a40,b40
a19,b20
a67,b47
a94,b30
a39,b33
a55,b74
a6,b83
a23,b77
a50,b70
a30,b84
a36,b54
a86,b74
a5,b14
a81,b63
a96,b63
a72,b27
a72,b85
a69,b17
a23,b37
a88,b51
a89,b11
a41,b71
a6,b66
a63,b7
a1,b44
a50,b66
a22,b61
a26,b91
a67,b57
a15,b18
a35,b92
a2,b9
a98,b99
a79,b59
a62,b63
a13,b17
a49,b94
a61,b44
a71,b1
a43,b80
a18,b50
a12,b69
a21,b67
a27,b52
a69,b45
a4,b46
a15,b78
a19,b79
a52,b10
a72,b63
a24,b47
a44,b76
a40,b62
a92,b90
a72,b78
a13,b22
a28,b87
a43,b40
a55,b11
a8,b36
a84,b90
a36,b17
a33,b37
a37,b41
a57,b33
a64,b61
a24,b91
a95,b1
a38,b67
a98,b47
a89,b69
a67,b95
a92,b3
a30,b39
a80,b2
a78,b0
a70,b51
a59,b39
a68,b71
a0,b13
a33,b42
a13,b48
a51,b48
a9,b18
a59,b70
a60,b51
a15,b25
a29,b16
a72,b86
a47,b16
a10,b35
a84,b18
a29,b70
a80,b99
a51,b30
a30,b36
a68,b40
a12,b93
a26,b46
a0,b26
a22,b56
a63,b80
a50,b91
a47,b25
a12,b8
a41,b53
a19,b71
a73,b88
a23,b29
a58,b22
a30,b99
a33,b69
a36,b1
a97,b66
a50,b47
a79,b16
a27,b9
a40,b99
a51,b0
a47,b68
a48,b49
a42,b91
a86,b95
a53,b11
a86,b81
a93,b60
a39,b12
a39,b88
a47,b21
a16,b6
a20,b71
a23,b76
a75,b62
a4,b0
a88,b31
a15,b96
a23,b18
a88,b6
a84,b52
a5,b48
a51,b10
a85,b55
a12,b86
a22,b90
a25,b75
a85,b5
a22,b50
a73,b83
a29,b14
a35,b72
a85,b62
a46,b83
a51,b88
a61,b93
a37,b79
a95,b20
a3,b73
a77,b77
a67,b3
a88,b24
a56,b90
a73,b11
a86,b10
a20,b90
a80,b82
a63,b49
a57,b76
a89,b28
a79,b0
a88,b39
a76,b93
a70,b52
a73,b54
a13,b32
a90,b11
a74,b94
a77,b65
a22,b49
a14,b5
a75,b78
a28,b26
a13,b88
a2,b96
a23,b8
a10,b19
a2,b79
a68,b41
a76,b22
a14,b86
a72,b36
a36,b66
a6,b53
a0,b92
a41,b13
a37,b17
a3,b23
a95,b96
a86,b67
a26,b99
a25,b8
a50,b5
a8,b82
a18,b43
a2,b56
a88,b65
a55,b5
a67,b44
a42,b63
a96,b6
a51,b67
a34,b39
a51,b28
a0,b98
a87,b66
a25,b5
a66,b11
a23,b0
a53,b98
a13,b0
a93,b64
a53,b29
a94,b55
a8,b42
a30,b50
a43,b94
a34,b2
a82,b21
a32,b4
a64,b82
a37,b25
a24,b13
a67,b33
a67,b85
a34,b42
a71,b16
a50,b60
a65,b75
a34,b50
a19,b96
a6,b97
a15,b34
a50,b10
a67,b89
a99,b37
a94,b69
a55,b44
a83,b41
a72,b68
a43,b15
a85,b63
a81,b33
a52,b20
a64,b8
a68,b2
a74,b86
a33,b94
a33,b93
a52,b72
a44,b61
a42,b75
a9,b25
a93,b86
a2,b90
a65,b30
a7,b22
a21,b87
a33,b0
a53,b52
a68,b61
a32,b87
a65,b27
a5,b17
a67,b24
a10,b45
a91,b85
a61,b57
a74,b63
a49,b43
a37,b82
a81,b65
a67,b25
a1,b37
a79,b66
a99,b7
a26,b10
a5,b36
a24,b20
a19,b11
a6,b64
a32,b65
a12,b46
a31,b41
a65,b73
a34,b77
a15,b42
a4,b76
a6,b49
a3,b97
a72,b94
a98,b90
a54,b8
a21,b81
a90,b25
a32,b83
a51,b53
a77,b29
a5,b60
a79,b67
a31,b59
a12,b66
a63,b19
a5,b23
a8,b92
a63,b2
a69,b62
a59,b69
a49,b67
a94,b25
a30,b4
a8,b30
a72,b59
a30,b10
a59,b93
a59,b56
a58,b18
a89,b72
a94,b13
a74,b98
a76,b19
a35,b57
a3,b60
a98,b33
a28,b33
a60,b67
a25,b81
a36,b22
a62,b35
a34,b0
a78,b54
a7,b26
a23,b91
a97,b30
a50,b26
a86,b7
a5,b30
a77,b11
a70,b93
a38,b93
a95,b41
a33,b5
a29,b24
a28,b27
a28,b6
a66,b89
a4,b36
a92,b46
a71,b89
a91,b58
a81,b90
a31,b72
a15,b16
a89,b57
a18,b91
a17,b83
a81,b81
a21,b13
a14,b68
a29,b3
a49,b76
a2,b71
a11,b87
a89,b91
a20,b98
a32,b44
a8,b70
a49,b45
a25,b45
a7,b0
a39,b81
a36,b11
a78,b21
a79,b30
a48,b54
a6,b62
a80,b1
a36,b27
a42,b70
a58,b11
a3,b83
a18,b78
a77,b95
a39,b34
a45,b94
a56,b14
a82,b78
a12,b40
a95,b40
a34,b64
a78,b25
a95,b45
a42,b45
a30,b83
a55,b89
a6,b47
a70,b55
a64,b2
a7,b10
a62,b79
a75,b73
a35,b64
a33,b38
a19,b45
a85,b4
a89,b10
a63,b43
a40,b71
a23,b6
a48,b9
a78,b58
a95,b38
a15,b36
a80,b7
a21,b59
a35,b97
a86,b41
a28,b46
a24,b14
a26,b53
a16,b8
a98,b20
a89,b65
a41,b28
a21,b21
a8,b52
a83,b90
a23,b60
a65,b43
a87,b7
a89,b36
a54,b54
a80,b14
a9,b89
a78,b94
a25,b12
a34,b41
a90,b99
a21,b72
a95,b67
a13,b76
a51,b4
a32,b16
a47,b35
a35,b45
a98,b97
a53,b97
a25,b59
a51,b50
a71,b28
a42,b78
a81,b30
a57,b53
a47,b40
a33,b92
a15,b61
a5,b9
a60,b46
a3,b10
a26,b56
a45,b19
a87,b86
a51,b46
a37,b74
a53,b8
a12,b63
a28,b62
a26,b86
a90,b75
a87,b60
a13,b64
a44,b70
a28,b52
a38,b24
a20,b10
a45,b60
a5,b1
a25,b4
a8,b41
a96,b94
a67,b5
a99,b52
a80,b76
a92,b48
a31,b57
a51,b41
a99,b80
a30,b29
a6,b38
a37,b62
a36,b23
a86,b2
a4,b5
a50,b23
a22,b60
a1,b94
a56,b10
a76,b63
a24,b26
a60,b83
a64,b46
a28,b8
a35,b39
a37,b66
a72,b55
a82,b95
a53,b90
a17,b80
a28,b94
a29,b59
a92,b36
a53,b40
a44,b79
a80,b3
a49,b37
a26,b35
a78,b37
a93,b18
a80,b10
a79,b81
a46,b12
a21,b82
a85,b34
a84,b95
a33,b79
a20,b84
a64,b17
a11,b48
a68,b77
a42,b58
a78,b17
a42,b7
a42,b21
a15,b79
a17,b88
a99,b79
a22,b94
a5,b83
a45,b93
a34,b34
a44,b59
a14,b41
a73,b63
a85,b67
a36,b21
a44,b0
a81,b17
a25,b6
a11,b99
a21,b26
a23,b57
a68,b87
a12,b74
a62,b47
a15,b22
a51,b40
a93,b49
a96,b51
a51,b21
a31,b82
a0,b81
a79,b25
a90,b74
a33,b27
a37,b56
a45,b38
a70,b68
a45,b43
a52,b53
a67,b8
a58,b15
a91,b24
a20,b29
a37,b72
a63,b53
a61,b43
a95,b23
a30,b7
a76,b14
a14,b53
a79,b65
a86,b58
a74,b91
a62,b49
a97,b64
a60,b18
a52,b82
a10,b62
a14,b27
a12,b90
a10,b2
a23,b93
a35,b42
a77,b21
a97,b4
a94,b10
a10,b7
a32,b95
a47,b15
a42,b33
a54,b20
a61,b6
a63,b95
a95,b30
a55,b35
a95,b8
a5,b37
a31,b67
a10,b6
a40,b82
a7,b92
a54,b41
a38,b48
a34,b61
a88,b54
a71,b42
a47,b12
a82,b45
a49,b74
a56,b93
a41,b75
a91,b87
a60,b6
a39,b99
a93,b19
a69,b58
a34,b32
a7,b43
a80,b80
a22,b21
a72,b12
a86,b8
a94,b40
a17,b19
a60,b56
a16,b24
a96,b23
a57,b25
a59,b87
a84,b23
a21,b75
a22,b32
a9,b38
a71,b94
a57,b91
a26,b32
a3,b70
a41,b12
a43,b5
a16,b53
a70,b30
a5,b68
a93,b70
a78,b57
a47,b81
a45,b24
a61,b80
a58,b8
a46,b99
a13,b1
a39,b56
a7,b75
a65,b5
a67,b75
a82,b14
a56,b76
a3,b78
a8,b50
a77,b33
a36,b40
a47,b83
a32,b52
a49,b2
a68,b33
a77,b41
a98,b95
a77,b97
a90,b21
a66,b61
a96,b82
a11,b80
a92,b62
a81,b18
a93,b20
a19,b1
a7,b65
a17,b45
a54,b21
a27,b59
a77,b61
a46,b6
a65,b26
a83,b11
a35,b74
a35,b78
a85,b26
a95,b44
a19,b59
a66,b81
a99,b55
a2,b30
a50,b95
a44,b47
a66,b14
a9,b16
a84,b54
a20,b27
a82,b13
a70,b77
a18,b32
a35,b2
a48,b51
a88,b37
a68,b12
a57,b84
a44,b88
a97,b92
a20,b85
a52,b81
a6,b14
a92,b17
a31,b18
a19,b28
a32,b80
a71,b91
a29,b28
a64,b43
a28,b99
a98,b36
a25,b63
a43,b46
a76,b38
a72,b13
a27,b88
a39,b25
a58,b67
a61,b86
a25,b34
a69,b49
a70,b32
a12,b73
a33,b33
a68,b91
a77,b57
a0,b70
a11,b44
a5,b81
a31,b39
a58,b81
a83,b1
a46,b36
a1,b57
a91,b51
a83,b59
a64,b77
a48,b40
a70,b64
a45,b57
a86,b48
a58,b58
a48,b88
a92,b23
a58,b89
a88,b69
a44,b14
a90,b67
a60,b36
a69,b74
a29,b49
a13,b49
a37,b55
a99,b57
a45,b89
a59,b83
a35,b83
a22,b2
a59,b57
a22,b19
a25,b54
a12,b28
a93,b84
a75,b37
a22,b31
a14,b81
a38,b68
a61,b59
a97,b59
a42,b19
a63,b20
a74,b97
a4,b85
a1,b3
a93,b46
a85,b22
a54,b27
a35,b61
a38,b88
a37,b0
a75,b16
a68,b57
a98,b49
a31,b85
a61,b20
a85,b41
a12,b10
a24,b82
a75,b67
a36,b95
a91,b33
a46,b18
a38,b35
a53,b21
a74,b55
a96,b89
a3,b18
a65,b61
a50,b68
a64,b41
a26,b29
a41,b64
a38,b77
a46,b30
a76,b15
a67,b10
a71,b67
a54,b36
a99,b85
a16,b68
a63,b32
a16,b12
a65,b23
a92,b83
a12,b59
a21,b85
a73,b36
a29,b1
a94,b91
a53,b71
a6,b1
a73,b55
a86,b71
a42,b23
a11,b5
a47,b74
a44,b13
a36,b44
a36,b16
a91,b34
a20,b19
a17,b0
a18,b83
a40,b92
a22,b75
a96,b73
a73,b76
a69,b40
a38,b58
a84,b38
a51,b57
a73,b13
a86,b0
a44,b91
a72,b79
a1,b16
a62,b4
a14,b22
a52,b41
a20,b40
a63,b26
a50,b82
a19,b25
a93,b24
a3,b7
a20,b21
a74,b8
a19,b74
a21,b45
a7,b2
