c,d
c71,d39
c66,d11
c81,d33
c2,d92
c85,d41
c88,d48
c83,d44
c94,d93
c62,d75
c45,d61
c67,d64
c58,d37
c84,d19
c42,d24
c47,d90
c45,d85
c44,d2
c53,d95
c56,d43
c2,d91
c8,d40
c43,d58
c39,d53
c79,d53
c97,d95
c50,d42
c81,d26
c8,d17
c1,d14
c69,d60
c97,d76
c92,d47
c78,d46
c14,d44
c64,d59
c16,d13
c50,d28
c99,d39
c66,d52
c3,d47
c79,d88
c5,d60
c50,d66
c25,d67
c66,d81
c10,d3
c31,d62
c35,d64
c72,d93
c0,d49
c54,d94
c43,d10
c45,d19
c60,d91
c27,d22
c12,d20
c99,d76
c77,d90
c55,d44
c25,d8
c8,d25
c79,d41
c6,d64
c26,d5
c6,d1
c93,d34
c66,d2
c44,d96
c35,d4
c71,d73
c82,d87
c50,d78
c12,d27
c92,d40
c86,d7
c25,d16
c0,d28
c31,d70
c55,d60
c13,d29
c71,d52
c53,d23
c97,d50
c38,d19
c57,d49
c39,d16
c42,d88
c94,d22
c99,d79
c88,d68
c46,d51
c86,d81
c88,d18
c90,d59
c82,d60
c96,d34
c19,d26
c33,d78
c87,d56
c56,d7
c9,d91
c2,d16
c46,d22
c12,d90
c87,d16
c73,d34
c92,d56
c39,d97
c42,d33
c81,d17
c69,d77
c37,d3
c36,d73
c80,d45
c35,d29
c73,d30
c65,d20
c99,d12
c4,d57
c27,d39
c46,d93
c16,d41
c60,d47
c57,d24
c10,d19
c70,d98
c82,d70
c93,d71
c50,d7
c54,d33
c32,d22
c16,d46
c16,d80
c21,d45
c51,d99
c99,d90
c4,d51
c22,d27
c19,d86
c46,d81
c33,d95
c85,d10
c67,d60
c64,d82
c41,d37
c62,d29
c92,d7
c61,d95
c48,d62
c39,d47
c53,d77
c50,d63
c41,d58
c96,d81
c4,d75
c6,d50
c35,d20
c66,d65
c49,d12
c36,d17
c40,d21
c83,d69
c41,d46
c30,d35
c61,d17
c86,d22
c16,d16
c54,d0
c81,d50
c28,d8
c19,d95
c37,d98
c56,d41
c9,d75
c3,d54
c32,d85
c89,d50
c83,d61
c37,d50
c23,d66
c28,d39
c18,d39
c73,d10
c73,d77
c52,d54
c7,d11
c82,d64
c99,d47
c23,d94
c86,d66
c95,d74
c87,d18
c13,d98
c28,d80
c31,d15
c46,d80
c39,d96
c4,d91
c64,d78
c75,d62
c39,d18
c72,d55
c60,d95
c12,d70
c75,d87
c24,d61
c45,d1
c53,d16
c42,d40
c12,d99
c96,d33
c2,d78
c97,d79
c94,d96
c9,d49
c18,d59
c86,d75
c74,d3
c99,d24
c21,d14
c80,d17
c72,d98
c82,d61
c20,d42
c71,d17
c16,d22
c88,d10
c37,d36
c30,d58
c95,d27
c17,d10
c40,d23
c72,d92
c38,d45
c58,d86
c14,d97
c71,d41
c9,d57
c96,d71
c94,d37
c48,d2
c1,d98
c57,d68
c97,d83
c50,d61
c36,d7
c50,d88
c12,d34
c62,d73
c32,d78
c91,d61
c11,d63
c1,d40
c50,d73
c90,d67
c70,d88
c84,d82
c70,d32
c17,d53
c3,d75
c38,d21
c23,d93
c61,d61
c52,d98
c72,d42
c26,d63
c68,d74
c55,d83
c71,d1
c54,d29
c77,d47
c15,d14
c47,d84
c43,d99
c43,d30
c35,d78
c70,d49
c42,d83
c25,d1
c11,d65
c43,d79
c43,d87
c68,d89
c39,d29
c82,d79
c36,d50
c75,d30
c90,d53
c33,d18
c93,d41
c12,d47
c12,d6
c81,d3
c37,d69
c98,d22
c65,d31
c83,d63
c54,d7
c42,d37
c1,d66
c58,d92
c49,d40
c23,d34
c10,d77
c19,d98
c40,d52
c16,d24
c33,d51
c84,d72
c88,d41
c39,d60
c73,d51
c50,d98
c34,d2
c13,d26
c15,d24
c68,d86
c77,d31
c21,d58
c94,d42
c80,d13
c69,d47
c91,d69
c31,d71
c52,d12
c63,d9
c76,d56
c2,d50
c60,d36
c89,d91
c45,d68
c0,d98
c3,d32
c4,d0
c82,d95
c42,d87
c29,d93
c78,d91
c74,d29
c38,d58
c96,d42
c81,d8
c24,d93
c57,d31
c74,d72
c46,d9
c20,d63
c63,d94
c57,d3
c75,d44
c28,d29
c33,d76
c6,d89
c23,d67
c23,d81
c1,d77
c3,d26
c91,d77
c33,d58
c92,d83
c36,d82
c32,d96
c32,d53
c18,d57
c49,d6
c20,d14
c64,d49
c5,d48
c67,d41
c81,d42
c25,d32
c33,d41
c42,d59
c39,d32
c85,d15
c70,d62
c37,d65
c26,d15
c59,d18
c12,d92
c91,d44
c16,d17
c76,d58
c69,d23
c14,d14
c51,d76
c72,d2
c22,d72
c24,d58
c63,d13
c42,d86
c51,d39
c20,d97
c24,d89
c52,d43
c75,d18
c53,d46
c99,d3
c92,d48
c62,d0
c36,d8
c50,d60
c96,d78
c22,d82
c33,d83
c29,d91
c99,d36
c25,d88
c76,d44
c20,d28
c24,d38
c43,d76
c95,d77
c70,d45
c81,d86
c74,d65
c21,d62
c64,d72
c30,d96
c42,d3
c3,d88
c62,d77
c3,d81
c86,d85
c85,d1
c89,d25
c83,d28
c40,d96
c96,d40
c20,d19
c25,d38
c16,d4
c99,d28
c1,d41
c44,d9
c15,d5
c28,d41
c1,d15
c93,d14
c86,d78
c53,d25
c62,d34
c21,d46
c28,d7
c1,d93
c77,d94
c97,d86
c84,d16
c9,d36
c82,d37
c26,d96
c37,d70
c41,d60
c29,d45
c65,d19
c54,d65
c27,d16
c5,d69
c85,d88
c73,d69
c93,d49
c95,d37
c19,d44
c29,d42
c63,d72
c29,d9
c33,d22
c58,d95
c85,d97
c34,d86
c20,d26
c73,d99
c86,d97
c80,d42
c11,d9
c32,d44
c36,d86
c86,d33
c82,d84
c65,d74
c91,d71
c42,d14
c82,d15
c38,d71
c88,d45
c52,d10
c21,d4
c43,d96
c58,d84
c49,d74
c47,d21
c79,d24
c94,d91
c35,d89
c8,d76
c80,d58
c55,d87
c38,d90
c56,d8
c41,d68
c45,d90
c37,d26
c53,d73
c52,d42
c57,d45
c18,d49
c61,d90
c37,d29
c17,d43
c45,d31
c37,d42
c33,d79
c26,d80
c82,d16
c2,d93
c11,d97
c98,d63
c52,d6
c47,d64
c9,d5
c27,d17
c42,d23
c14,d47
c22,d51
c44,d60
c48,d85
c93,d44
c75,d61
c73,d83
c9,d18
c59,d42
c85,d33
c18,d70
c76,d11
c19,d10
c99,d29
c53,d79
c14,d66
c23,d33
c29,d87
c47,d78
c5,d76
c26,d32
c79,d94
c13,d12
c78,d56
c80,d5
c40,d35
c64,d50
c1,d88
c14,d90
c8,d57
c88,d20
c2,d83
c63,d27
c74,d45
c90,d58
c96,d51
c42,d90
c96,d37
c39,d80
c87,d46
c62,d92
c22,d31
c5,d25
c72,d63
c75,d59
c51,d18
c87,d24
c57,d57
c60,d89
c64,d28
c12,d13
c18,d13
c42,d72
c74,d89
c92,d11
c69,d4
c55,d27
c6,d6
c14,d34
c2,d3
c82,d14
c65,d3
c84,d73
c28,d79
c61,d78
c12,d97
c53,d55
c87,d33
c20,d44
c77,d41
c62,d7
c4,d93
c70,d55
c13,d99
c50,d3
c58,d2
c74,d64
c73,d32
c53,d13
c11,d62
c46,d50
c6,d45
c46,d43
c3,d24
c1,d36
c59,d11
c80,d19
c33,d66
c31,d23
c82,d63
c84,d55
c95,d94
c48,d97
c49,d39
c79,d79
c21,d77
c6,d23
c4,d79
c56,d50
c55,d81
c66,d61
c81,d80
c0,d44
c97,d99
c28,d84
c55,d63
c14,d75
c42,d60
c39,d46
c69,d48
c90,d79
c29,d24
c4,d82
c30,d22
c94,d29
c21,d90
c41,d7
c21,d32
c14,d74
c69,d59
c51,d67
c34,d38
c63,d67
c96,d24
c52,d35
c99,d17
c81,d55
c88,d70
c33,d26
c70,d71
c33,d7
c61,d96
c67,d87
c72,d89
c85,d79
c14,d76
c93,d43
c95,d56
c41,d11
c36,d68
c64,d14
c79,d91
c25,d47
c43,d39
c82,d65
c26,d46
c95,d51
c9,d44
c57,d60
c89,d56
c16,d88
c99,d95
c80,d55
c77,d75
c41,d16
c72,d64
c57,d16
c84,d38
c23,d37
c56,d85
c79,d32
c84,d87
c0,d29
c35,d39
c60,d28
c94,d45
c34,d24
c34,d57
c90,d77
c97,d59
c74,d33
c1,d79
c27,d79
c9,d61
c58,d81
c71,d30
c30,d23
c9,d31
c97,d35
c96,d73
c64,d97
c38,d55
c51,d90
c35,d86
c9,d37
c95,d92
c41,d91
c91,d45
c34,d33
c57,d46
c18,d16
c45,d76
c54,d53
c44,d16
c53,d75
c86,d35
c46,d55
c73,d41
c58,d20
c87,d95
c65,d99
c76,d57
c5,d17
c9,d74
c40,d75
c28,d88
c62,d1
c14,d17
c82,d35
c62,d61
c57,d93
c38,d64
c71,d2
c5,d43
c97,d31
c66,d0
c89,d4
c71,d81
c64,d55
c9,d15
c33,d48
c70,d23
c47,d11
c75,d92
c12,d26
c10,d99
c11,d38
c14,d63
c12,d87
c37,d84
c30,d47
c39,d11
c42,d8
c37,d56
c43,d69
c93,d76
c22,d34
c10,d95
c10,d60
c76,d39
c71,d91
c71,d10
c10,d58
c96,d38
c1,d89
c49,d28
c19,d21
c55,d46
c76,d10
c73,d72
c37,d20
c20,d86
c7,d23
c32,d12
c84,d31
c99,d85
c95,d9
c21,d22
c7,d80
c17,d82
c15,d88
c44,d41
c30,d15
c31,d74
c98,d66
c54,d11
c87,d21
c14,d28
c81,d21
c79,d27
c24,d26
c13,d60
c29,d64
c58,d41
c74,d73
c18,d92
c81,d27
c70,d64
c89,d18
c28,d23
c23,d65
c50,d12
c65,d75
c16,d70
c28,d34
c60,d79
c61,d50
c48,d70
c59,d67
c19,d4
c67,d20
c55,d30
c8,d20
c86,d73
c61,d98
c21,d6
c72,d24
c20,d2
c30,d30
c25,d78
c15,d85
c43,d49
c41,d94
c75,d10
c52,d36
c98,d67
c44,d52
c36,d40
c7,d88
c29,d68
c6,d8
c75,d9
c72,d74
c37,d39
c47,d46
c97,d0
c68,d61
c58,d72
c18,d47
c12,d4
c38,d37
c19,d25
c99,d27
c70,d2
c81,d64
c13,d17
c3,d91
c41,d2
c4,d54
c72,d45
c0,d59
c99,d96
c40,d33
c75,d84
c60,d90
c62,d33
c2,d28
c82,d45
c84,d84
c21,d11
c8,d24
c84,d94
c63,d48
c5,d47
c23,d74
c25,d12
c32,d74
c82,d2
c0,d76
c55,d5
c93,d54
c74,d28
c94,d48
c19,d71
c68,d4
c21,d68
c12,d32
c98,d23
c85,d0
c86,d58
c93,d22
c13,d32
c74,d62
c29,d49
c47,d92
c33,d89
c1,d24
c53,d96
c33,d38
c1,d82
c84,d35
c17,d61
c79,d67
c69,d1
c5,d37
c17,d95
c54,d52
c61,d2
c91,d58
c76,d7
c78,d99
c51,d49
c21,d75
c60,d77
c15,d77
c75,d52
c23,d88
c64,d60
c21,d40
c96,d82
c75,d89
c83,d22
c85,d66
c77,d9
c21,d78
c32,d20
c63,d88
c5,d99
c31,d3
c68,d59
c25,d43
c71,d29
c3,d2
c14,d38
c90,d1
c21,d19
c53,d43
c0,d86
c99,d14
c5,d0
c18,d86
c32,d42
c27,d21
c50,d39
c81,d48
c43,d83
c43,d77
c82,d57
c8,d18
c58,d90
c98,d72
c13,d2
c81,d41
c49,d62
c40,d56
c74,d12
c49,d13
c72,d18
c86,d29
c76,d91
c94,d64
c11,d78
c64,d64
c76,d97
c44,d66
c46,d35
c93,d60
c74,d9
c14,d20
c64,d6
c26,d97
c87,d62
c96,d23
c41,d34
c89,d45
c48,d17
c77,d22
c80,d66
c70,d81
c45,d95
c63,d2
c16,d15
c75,d70
c81,d28
c48,d28
c49,d94
c73,d66
c59,d89
c78,d54
c78,d36
c80,d95
c81,d56
c34,d52
c0,d88
c32,d15
c96,d79
c56,d87
c39,d10
c0,d78
c50,d65
c26,d91
c63,d33
c62,d39
c98,d18
c2,d47
c85,d65
c94,d55
c17,d41
c64,d90
c75,d66
c35,d47
c18,d40
c53,d31
c47,d67
c95,d15
c66,d6
c26,d64
c38,d48
c6,d74
c74,d55
c78,d15
c6,d34
c10,d61
c2,d45
c25,d60
c68,d21
c15,d44
c11,d2
c34,d51
c50,d53
c23,d63
c28,d35
c99,d44
c64,d38
c25,d9
c67,d37
c6,d17
c8,d83
c32,d68
c98,d60
c49,d86
c31,d37
c45,d11
c34,d42
c58,d6
c90,d88
c30,d99
c0,d42
c62,d85
c25,d49
c39,d8
c38,d77
c95,d43
c61,d7
c20,d91
c89,d60
c67,d21
c98,d24
c90,d62
c77,d99
c98,d25
c53,d4
c90,d94
c88,d63
c16,d82
c35,d76
c10,d70
c23,d18
c9,d85
c81,d84
c33,d87
c60,d84
c5,d59
c6,d95
c66,d36
c9,d84
c79,d7
c2,d13
c54,d43
c97,d51
c42,d17
c5,d93
c68,d77
c26,d0
c57,d83
c17,d87
c63,d19
c53,d39
c18,d43
c73,d92
c5,d72
c89,d26
c26,d47
c42,d95
c5,d3
c98,d28
c24,d8
c34,d44
c77,d96
c24,d55
c41,d81
c6,d99
c28,d30
c5,d31
c25,d31
c72,d96
c73,d29
c32,d64
c73,d44
c73,d73
c79,d61
c21,d35
c52,d33
c36,d32
c50,d35
c6,d93
c97,d48
c58,d58
c46,d58
c31,d29
c4,d36
c89,d93
c2,d94
c35,d15
c4,d44
c48,d72
c44,d59
c75,d72
c22,d65
c42,d69
c11,d16
c6,d83
c91,d79
c53,d18
c93,d40
c27,d9
c78,d29
c99,d33
c8,d59
c41,d85
c21,d96
c26,d41
c19,d36
c81,d35
c61,d9
c5,d78
c53,d30
c92,d21
c84,d67
c89,d35
c79,d39
c98,d93
c89,d75
c65,d2
c9,d38
c70,d60
c47,d41
c78,d30
c45,d21
c54,d26
c13,d59
c78,d96
c22,d48
c85,d26
c59,d19
c47,d27
c69,d55
c84,d62
c38,d6
c5,d73
c30,d53
c98,d21
c88,d25
c32,d23
c58,d78
c10,d64
c72,d65
c6,d97
c54,d77
c9,d92
c7,d84
c29,d11
c68,d52
c77,d81
c35,d91
c29,d7
c99,d78
c41,d1
c39,d73
c93,d25
c38,d44
c14,d62
c97,d19
c55,d94
c42,d29
c94,d26
c57,d52
c22,d80
c2,d14
c78,d79
c71,d82
c98,d76
c53,d7
c10,d92
c90,d80
c19,d37
c6,d54
c20,d75
c66,d17
c44,d42
c1,d97
c44,d30
c24,d50
c61,d63
c67,d49
c75,d28
c79,d98
c63,d90
c88,d32
c29,d4
c32,d93
c2,d53
c61,d44
c6,d57
c91,d41
c13,d14
c12,d48
c58,d35
c72,d40
c23,d41
c67,d24
c25,d46
c22,d98
c48,d63
c87,d51
c37,d1
c82,d96
c55,d95
c59,d4
c97,d73
c23,d54
c65,d11
c72,d0
c25,d54
c27,d52
c0,d65
c18,d87
c68,d96
c58,d64
c92,d51
c12,d8
c20,d23
c27,d96
c48,d90
c5,d52
c62,d87
c62,d56
c2,d36
c96,d93
c81,d60
c16,d97
c85,d58
c21,d71
c11,d18
c19,d40
c31,d51
c35,d35
c0,d7
c96,d14
c90,d33
c67,d38
c4,d18
c81,d10
c84,d36
c31,d20
c34,d85
c79,d4
c39,d33
c81,d43
c44,d23
c24,d11
c4,d46
c11,d26
c56,d90
c28,d67
c91,d21
c45,d0
c65,d15
c50,d40
c3,d94
c0,d13
c66,d22
c58,d16
c74,d79
c78,d75
c68,d97
c26,d40
c30,d11
c71,d76
c99,d71
c43,d70
c55,d61
c87,d66
c82,d72
c78,d67
c41,d23
c8,d89
c99,d99
c55,d23
c4,d58
c61,d66
c14,d43
c15,d73
c72,d25
c30,d4
c77,d86
c44,d95
c56,d78
c37,d48
c13,d74
c13,d23
c20,d76
c25,d14
c74,d46
c55,d73
c71,d6
c56,d86
c11,d13
c57,d64
c35,d72
c74,d16
c95,d97
c22,d5
c38,d24
c26,d70
c54,d42
c11,d48
c77,d12
c85,d4
c57,d91
c46,d3
c70,d21
c99,d70
c4,d61
c71,d32
c30,d52
c86,d67
c77,d61
c69,d95
c19,d11
c94,d18
c76,d15
c61,d29
c35,d96
c46,d30
c11,d11
c76,d71
c71,d35
c19,d45
c60,d5
c77,d51
c95,d25
c72,d81
c9,d64
c27,d87
c26,d74
c76,d31
c27,d99
c52,d64
c89,d78
c27,d2
c14,d58
c97,d88
c13,d38
c31,d73
c77,d82
c50,d87
c89,d22
c33,d72
c30,d61
c34,d13
c84,d91
c78,d40
c52,d14
c80,d59
c39,d23
c65,d98
c65,d76
c55,d14
c91,d49
c7,d26
c21,d37
c99,d72
c55,d70
c92,d78
c7,d21
c44,d55
c84,d32
c0,d83
c65,d80
c0,d70
c13,d79
c51,d34
c87,d89
c63,d71
c79,d31
c74,d84
c27,d28
c69,d41
c19,d65
c76,d84
c63,d58
c21,d89
c41,d96
c77,d89
c47,d85
c45,d87
c29,d51
c15,d15
c98,d14
c80,d4
c5,d13
c92,d65
c49,d3
c6,d18
c13,d85
c88,d28
c51,d30
c92,d26
c80,d3
c36,d89
c48,d65
c65,d94
c94,d79
c28,d27
c35,d12
c66,d13
c83,d72
c98,d52
c29,d2
c32,d71
c3,d50
c48,d78
c80,d11
c79,d52
c45,d6
c16,d91
c31,d61
c25,d45
c31,d26
c55,d50
c5,d39
c2,d24
c61,d88
c17,d38
c85,d6
c17,d86
c4,d87
c15,d40
c69,d17
c68,d90
c62,d96
c85,d51
c41,d52
c56,d26
c15,d60
c54,d70
c99,d84
c61,d75
c36,d64
c68,d2
c59,d65
c20,d32
c0,d73
c42,d9
c90,d35
c33,d98
c38,d74
c77,d71
c82,d46
c66,d16
c33,d67
c28,d61
c88,d33
c76,d61
c19,d38
c1,d53
c87,d29
c69,d96
c33,d28
c93,d53
c87,d61
c1,d12
c24,d51
c1,d85
c25,d95
c43,d90
c72,d5
c55,d56
c15,d95
c95,d45
c15,d74
c37,d22
c69,d19
c60,d40
c16,d43
c14,d49
c70,d79
c9,d16
c53,d84
c62,d35
c2,d62
c99,d11
c82,d58
c55,d38
c22,d60
c11,d22
c24,d90
c66,d9
c71,d84
c83,d71
c90,d61
c70,d51
c65,d25
c23,d35
c99,d16
c28,d11
c68,d47
c60,d12
c99,d2
c25,d81
c57,d56
c4,d68
c68,d44
c2,d42
c53,d67
c45,d13
c92,d61
c42,d0
c30,d81
c89,d23
c88,d34
c92,d37
c48,d82
c39,d28
c54,d51
c64,d48
c96,d88
c60,d1
c60,d60
c8,d92
c67,d62
c51,d4
c23,d99
c99,d8
c37,d86
c8,d31
c85,d47
c88,d2
c76,d95
c52,d56
c10,d1
c40,d18
c35,d14
c10,d42
c63,d3
c5,d64
c64,d36
c99,d63
c0,d3
c67,d90
c32,d83
c94,d62
c70,d30
c19,d33
c41,d87
c32,d77
c73,d57
c10,d40
c6,d69
c84,d70
c15,d69
c40,d62
c95,d24
c3,d35
c87,d77
c7,d75
c79,d0
c52,d57
c28,d87
c90,d15
c8,d8
c89,d13
c6,d7
c29,d28
c19,d77
c92,d0
c43,d26
c34,d99
c3,d64
c86,d92
c16,d94
c59,d62
c54,d14
c95,d54
c19,d59
c76,d77
c31,d13
c84,d1
c82,d49
c5,d94
c29,d69
c58,d98
c32,d97
c90,d99
c13,d41
c17,d74
c47,d1
c25,d28
c42,d70
c63,d15
c77,d21
c3,d48
c40,d70
c79,d68
c22,d88
c83,d34
c39,d48
c86,d88
c16,d28
c63,d87
c46,d45
c74,d30
c7,d20
c11,d94
c93,d42
c42,d42
c97,d92
c82,d99
c35,d31
c52,d82
c74,d40
c94,d43
c14,d23
c63,d29
c35,d87
c26,d9
c57,d43
c47,d63
c16,d49
c91,d40
c37,d24
c95,d17
c11,d71
c66,d97
c71,d48
c77,d40
c34,d60
c6,d14
c68,d72
c87,d41
c20,d65
c74,d5
c44,d83
c85,d75
c22,d73
c22,d75
c43,d34
c92,d86
c46,d19
c69,d6
c83,d19
c51,d10
c22,d42
c33,d64
c46,d15
c5,d16
c6,d13
c23,d29
c18,d14
c38,d76
c88,d99
c52,d32
c19,d60
c92,d1
c32,d51
c95,d88
c67,d79
c73,d78
c84,d13
c44,d84
c19,d29
c1,d55
c88,d90
c1,d68
c44,d3
c25,d40
c3,d30
c56,d82
c83,d4
c52,d91
c11,d74
c70,d77
c21,d57
c33,d97
c45,d20
c68,d1
c9,d48
c87,d87
c65,d77
c14,d30
c30,d56
c70,d58
c27,d89
c73,d56
c3,d9
c23,d80
c94,d59
c52,d55
c3,d36
c29,d23
c40,d27
c4,d64
c9,d66
c35,d26
c52,d37
c28,d94
c47,d99
c46,d23
c54,d91
c35,d11
c9,d60
c22,d86
c50,d38
c12,d75
c2,d81
c80,d14
c30,d36
c88,d0
c61,d60
c93,d17
c72,d32
c87,d26
c33,d73
c51,d82
c33,d5
c56,d10
c28,d1
c72,d73
c80,d70
c51,d2
c83,d3
c77,d69
c77,d74
c49,d89
c45,d77
c17,d64
c74,d54
c82,d90
c17,d5
c11,d27
c2,d63
c61,d46
c5,d54
c11,d33
c96,d12
c31,d87
c43,d23
c26,d50
c38,d5
c98,d91
c0,d93
c1,d91
c16,d74
c59,d59
c19,d3
c60,d6
c22,d62
c21,d48
c66,d82
c17,d54
c37,d0
c93,d83
c38,d60
c29,d99
c27,d80
c27,d75
c68,d76
c16,d51
c7,d12
c21,d47
c68,d58
c73,d40
c98,d64
c35,d59
c9,d13
c0,d77
c15,d55
c76,d82
c36,d16
c91,d51
c92,d92
c78,d13
c27,d53
c47,d97
c37,d16
c29,d44
c93,d50
c25,d73
c88,d53
c86,d27
c19,d47
c71,d77
c87,d25
c50,d51
c55,d53
c7,d96
c86,d96
c13,d52
c92,d80
c80,d94
c82,d5
c88,d19
c85,d98
c33,d71
c32,d56
c7,d72
c51,d23
c77,d49
c90,d49
c68,d93
c2,d86
c61,d76
c23,d43
c51,d36
c95,d7
c71,d25
c90,d73
c35,d49
c16,d69
c67,d76
c57,d32
c1,d25
c16,d63
c97,d47
c30,d65
c24,d96
c79,d43
c91,d65
c67,d36
c2,d67
c8,d81
c55,d98
c75,d53
c25,d98
c35,d58
c19,d88
c50,d25
c73,d31
c85,d55
c76,d40
c3,d58
c46,d88
c85,d16
c89,d82
c79,d58
c2,d37
c94,d57
c23,d0
c78,d70
c41,d27
c24,d91
c58,d40
c36,d4
c66,d57
c34,d96
c72,d44
c76,d19
c6,d35
c48,d48
c44,d39
c11,d30
c59,d35
c73,d54
c26,d68
c55,d18
c88,d84
c64,d89
c98,d4
c25,d62
c40,d57
c46,d94
c5,d15
c33,d50
c55,d48
c77,d76
c84,d21
c53,d57
c10,d14
c24,d99
c71,d22
c64,d27
c98,d88
c95,d6
c62,d80
c24,d29
c7,d86
c6,d84
c81,d30
c30,d86
c41,d86
c90,d34
c76,d96
c86,d91
c95,d89
c51,d29
c58,d83
c48,d45
c27,d44
c23,d50
c69,d46
c65,d32
c5,d5
c44,d87
c15,d87
c23,d64
c9,d46
c77,d50
c71,d93
c50,d30
c63,d79
c36,d5
c35,d90
c55,d26
c67,d56
c6,d79
c64,d75
c2,d9
c56,d3
c14,d16
c83,d82
c25,d91
c29,d25
c59,d34
c64,d15
c48,d22
c17,d2
c23,d12
c50,d33
c13,d34
c50,d82
c49,d81
c18,d58
c97,d4
c1,d17
c95,d46
c29,d1
c12,d3
c38,d70
c60,d18
c62,d20
c5,d10
c20,d58
c69,d51
c0,d1
c43,d55
c28,d83
c52,d28
c94,d10
c30,d45
c18,d83
c1,d5
c10,d79
c75,d50
c96,d36
c53,d92
c93,d61
c57,d90
c18,d21
c60,d13
c70,d19
c90,d31
c45,d10
c62,d4
c82,d19
c46,d89
c69,d98
c49,d56
c3,d79
c94,d8
c14,d55
c5,d32
c35,d3
c85,d24
c31,d84
c41,d49
c92,d15
c75,d63
c84,d2
c85,d83
c25,d7
c30,d18
c58,d7
c23,d62
c91,d80
c65,d1
c36,d28
c64,d23
c50,d36
c78,d94
c2,d25
c77,d13
c26,d84
c29,d57
c1,d19
c23,d47
c19,d94
c36,d48
c56,d60
c43,d89
c90,d52
c40,d88
c72,d13
c81,d76
c78,d47
c53,d2
c75,d43
c64,d7
c36,d24
c22,d92
c21,d70
c59,d2
c98,d7
c56,d39
c94,d83
c26,d65
c88,d16
c54,d31
c23,d5
c82,d6
c95,d4
c39,d69
c62,d64
c25,d75
c90,d19
c47,d73
c61,d8
c54,d40
c59,d53
c67,d35
c92,d81
c41,d64
c35,d70
c3,d17
c56,d34
c70,d96
c19,d34
c66,d87
c12,d62
c51,d70
c15,d52
c67,d72
c99,d74
c73,d62
c60,d50
c92,d68
c71,d8
c17,d20
c81,d62
c65,d72
c58,d5
c90,d22
c23,d75
c44,d58
c58,d99
c67,d52
c23,d9
c53,d49
c7,d77
c68,d71
c79,d2
c48,d34
c26,d27
c84,d17
c46,d86
c35,d45
c17,d52
c18,d27
c74,d70
c37,d4
c68,d32
c33,d4
c0,d60
c37,d64
c69,d37
c47,d40
c32,d7
c86,d59
c40,d97
c46,d21
c91,d47
c98,d29
c1,d56
c26,d4
c12,d29
c87,d6
c49,d55
c95,d20
c61,d53
c56,d17
c82,d12
c90,d51
c39,d56
c24,d7
c57,d19
c43,d47
c31,d7
c7,d92
c29,d78
c86,d48
c85,d28
c81,d52
c40,d55
c86,d18
c31,d50
c55,d92
c6,d43
c9,d89
c54,d68
c70,d56
c27,d51
c73,d64
c75,d8
c66,d39
c94,d20
c35,d9
c29,d72
c87,d38
c37,d11
c60,d99
c80,d36
c8,d44
c54,d69
c77,d87
c96,d99
c8,d14
c11,d8
c68,d42
c21,d1
c73,d60
c48,d83
c45,d81
c69,d67
c37,d78
c46,d87
c38,d87
c79,d86
c11,d93
c10,d72
c53,d65
c98,d78
c17,d71
c7,d45
c50,d31
c10,d16
c57,d20
c1,d44
c85,d3
c6,d44
c53,d1
c20,d6
c83,d25
c91,d0
c64,d37
c87,d86
c20,d17
c68,d6
c12,d39
c91,d91
c70,d48
c52,d92
c26,d45
c74,d80
c97,d14
c61,d5
c43,d53
c38,d66
c60,d74
c72,d90
c89,d20
c54,d35
c49,d97
c10,d27
c71,d37
c0,d4
c2,d90
c20,d95
c93,d86
c14,d61
c15,d23
c72,d27
c98,d33
c45,d49
c65,d91
c92,d22
c39,d7
c58,d44
c95,d41
c64,d33
c24,d35
c25,d0
c40,d92
c78,d5
c13,d53
c86,d60
c0,d46
c93,d12
c44,d82
c24,d43
c38,d84
c18,d48
c61,d82
c7,d46
c54,d63
c77,d27
c70,d59
c91,d62
c58,d18
c71,d68
c98,d55
c80,d39
c84,d37
c89,d38
c75,d94
c25,d36
c39,d38
c53,d91
c81,d7
c10,d29
c55,d2
c51,d35
c12,d9
c1,d0
c62,d82
c13,d86
c25,d33
c75,d17
c25,d20
c89,d88
c25,d24
c83,d66
c34,d18
c49,d45
c86,d71
c92,d90
c48,d61
c16,d57
c65,d51
c75,d49
c17,d94
c53,d68
c73,d16
c57,d9
c97,d61
c0,d38
c97,d69
c13,d0
c16,d29
c74,d11
c73,d7
c81,d2
c67,d28
c75,d21
c74,d14
c24,d17
c29,d62
c96,d72
c36,d84
c84,d74
c97,d89
c29,d89
c21,d38
c7,d55
c11,d34
c96,d53
c49,d73
c65,d89
c33,d0
c68,d28
c17,d59
c71,d15
c20,d51
c3,d97
c9,d77
c93,d58
c2,d69
c56,d96
c66,d63
c82,d82
c46,d14
c79,d48
c83,d50
c95,d70
c89,d76
c98,d85
c26,d48
c78,d98
c34,d28
c72,d29
c95,d39
c91,d33
c45,d78
c81,d29
c57,d40
c24,d75
c87,d55
c94,d51
c66,d99
c41,d38
c55,d89
c83,d37
c51,d80
c78,d43
c82,d83
c53,d6
c59,d44
c99,d86
c86,d43
c71,d89
c99,d75
c33,d54
c65,d70
c50,d29
c73,d86
c48,d0
c76,d90
c89,d21
c85,d62
c60,d9
c42,d32
