b,c
b10,c67
b37,c49
b70,c2
b80,c81
b2,c51
b91,c20
b82,c33
b7,c94
b29,c17
b40,c17
b36,c5
b1,c82
b25,c15
b61,c78
b59,c91
b38,c38
b74,c61
b21,c16
b25,c98
b50,c38
b44,c64
b26,c59
b70,c82
b87,c46
b57,c55
b25,c19
b54,c82
b45,c23
b96,c19
b22,c97
b63,c65
b82,c15
b64,c12
b37,c40
b2,c65
b88,c14
b29,c28
b81,c9
b21,c41
b56,c87
b28,c43
b53,c41
b48,c85
b43,c95
b53,c2
b44,c65
b31,c93
b65,c1
b20,c33
b59,c75
b6,c22
b67,c81
b64,c37
b47,c68
b27,c5
b41,c33
b90,c39
b97,c34
b21,c48
b65,c64
b52,c14
b55,c41
b85,c94
b18,c48
b79,c74
b19,c81
b37,c83
b17,c87
b49,c20
b46,c46
b96,c48
b83,c90
b55,c16
b70,c24
b98,c61
b60,c59
b71,c77
b90,c81
b52,c18
b40,c54
b12,c53
b69,c73
b41,c50
b72,c44
b47,c18
b19,c72
b66,c95
b63,c17
b0,c34
b70,c7
b23,c0
b1,c2
b45,c16
b18,c45
b94,c43
b45,c4
b51,c76
b65,c62
b82,c2
b4,c73
b96,c26
b41,c68
b77,c29
b75,c17
b90,c73
b12,c70
b20,c56
b25,c73
b3,c57
b11,c57
b70,c32
b50,c2
b70,c30
b40,c94
b13,c20
b72,c2
b59,c27
b75,c98
b3,c84
b16,c8
b56,c76
b5,c81
b62,c11
b95,c62
b95,c91
b78,c60
b69,c68
b28,c9
b62,c92
b78,c79
b25,c30
b40,c42
b30,c31
b60,c62
b4,c5
b35,c28
b14,c74
b16,c56
b47,c71
b41,c39
b30,c84
b93,c76
b83,c37
b59,c79
b91,c38
b35,c53
b12,c85
b18,c1
b53,c3
b78,c15
b54,c80
b65,c65
b4,c77
b49,c75
b39,c70
b15,c86
b70,c71
b86,c76
b23,c67
b9,c73
b81,c2
b28,c76
b40,c58
b30,c24
b32,c91
b20,c27
b84,c38
b29,c39
b32,c22
b85,c98
b40,c26
b97,c24
b7,c93
b97,c1
b22,c58
b74,c91
b80,c29
b51,c4
b75,c1
b9,c32
b61,c96
b70,c26
b9,c31
b72,c28
b28,c8
b31,c12
b17,c38
b27,c8
b12,c31
b24,c71
b46,c39
b71,c18
b89,c67
b67,c37
b13,c0
b49,c46
b83,c93
b66,c98
b61,c91
b76,c70
b63,c16
b52,c20
b29,c36
b91,c69
b76,c69
b45,c67
b82,c19
b31,c92
b75,c77
b85,c2
b18,c69
b59,c15
b97,c78
b80,c53
b96,c40
b79,c63
b93,c44
b86,c44
b66,c9
b1,c17
b71,c79
b97,c19
b60,c70
b0,c15
b52,c28
b8,c23
b28,c25
b19,c50
b86,c41
b62,c53
b35,c11
b49,c62
b69,c10
b24,c70
b62,c75
b73,c76
b60,c53
b40,c7
b34,c63
b6,c21
b68,c30
b78,c97
b49,c52
b40,c11
b43,c24
b20,c48
b71,c22
b86,c53
b91,c75
b98,c48
b50,c5
b15,c89
b0,c54
b90,c10
b49,c31
b18,c96
b61,c66
b1,c73
b54,c29
b60,c41
b71,c92
b45,c2
b39,c59
b4,c4
b10,c57
b76,c66
b52,c36
b79,c56
b70,c90
b48,c91
b29,c65
b94,c83
b71,c36
b52,c32
b59,c6
b85,c32
b52,c12
b95,c53
b61,c67
b83,c51
b81,c43
b74,c71
b1,c86
b43,c72
b42,c72
b55,c59
b46,c34
b97,c7
b4,c8
b71,c64
b57,c82
b43,c42
b31,c14
b63,c69
b30,c61
b15,c53
b32,c45
b33,c36
b30,c50
b76,c44
b38,c90
b27,c73
b99,c4
b24,c80
b67,c72
b66,c28
b28,c20
b88,c56
b45,c52
b14,c62
b37,c93
b39,c2
b90,c46
b86,c74
b33,c1
b4,c55
b42,c68
b34,c11
b87,c59
b52,c4
b67,c44
b93,c72
b23,c53
b6,c48
b31,c6
b16,c39
b48,c52
b77,c14
b95,c11
b94,c82
b41,c90
b60,c15
b36,c11
b86,c84
b10,c88
b73,c86
b41,c55
b68,c44
b62,c13
b31,c21
b58,c10
b13,c26
b5,c15
b18,c79
b33,c56
b42,c45
b62,c26
b84,c23
b85,c74
b25,c84
b27,c48
b26,c98
b95,c76
b72,c99
b58,c11
b49,c11
b95,c8
b79,c26
b8,c12
b50,c21
b54,c74
b38,c86
b74,c84
b13,c84
b22,c14
b60,c40
b39,c40
b14,c65
b58,c90
b29,c60
b93,c77
b19,c12
b6,c88
b55,c73
b74,c93
b95,c44
b0,c17
b16,c52
b90,c0
b88,c58
b73,c48
b71,c0
b19,c37
b67,c51
b84,c79
b22,c53
b21,c43
b65,c48
b75,c69
b42,c37
b14,c89
b91,c96
b62,c2
b79,c57
b37,c96
b15,c16
b70,c18
b16,c69
b58,c67
b45,c81
b90,c85
b47,c44
b1,c38
b19,c6
b68,c29
b86,c34
b45,c46
b67,c13
b80,c37
b83,c69
b41,c66
b7,c47
b52,c11
b68,c26
b99,c68
b43,c92
b66,c30
b48,c25
b49,c53
b15,c0
b52,c46
b59,c89
b36,c13
b68,c71
b93,c81
b37,c17
b64,c56
b97,c94
b3,c5
b95,c43
b4,c20
b46,c78
b53,c18
b91,c60
b92,c89
b48,c31
b26,c12
b9,c54
b3,c9
b73,c21
b91,c51
b10,c37
b80,c59
b37,c6
b44,c61
b12,c87
b29,c37
b81,c53
b73,c77
b5,c63
b73,c53
b84,c52
b44,c53
b18,c77
b46,c90
b54,c56
b72,c85
b98,c2
b97,c93
b13,c68
b28,c6
b10,c54
b72,c56
b59,c45
b26,c21
b55,c91
b87,c49
b12,c1
b8,c49
b60,c63
b93,c92
b50,c10
b79,c31
b30,c17
b79,c51
b37,c92
b25,c33
b85,c31
b45,c44
b50,c96
b10,c69
b80,c13
b7,c69
b92,c58
b90,c68
b27,c63
b6,c76
b51,c31
b58,c2
b51,c12
b94,c87
b9,c83
b58,c49
b57,c80
b77,c42
b72,c13
b29,c23
b80,c61
b22,c24
b27,c14
b37,c85
b61,c57
b57,c53
b14,c99
b75,c21
b26,c43
b67,c70
b61,c58
b84,c67
b58,c21
b22,c66
b21,c99
b38,c46
b25,c39
b33,c39
b88,c70
b90,c58
b86,c88
b10,c31
b79,c8
b20,c72
b93,c28
b65,c20
b33,c23
b19,c99
b31,c77
b91,c17
b57,c37
b35,c30
b58,c43
b49,c3
b64,c78
b68,c43
b42,c76
b63,c5
b39,c33
b82,c65
b90,c40
b72,c11
b45,c1
b87,c75
b46,c85
b29,c86
b8,c72
b46,c20
b30,c22
b34,c67
b94,c33
b48,c97
b10,c5
b88,c50
b58,c58
b63,c94
b83,c2
b44,c63
b75,c22
b17,c40
b46,c6
b97,c71
b28,c84
b24,c33
b10,c34
b87,c83
b52,c95
b91,c72
b81,c20
b98,c18
b78,c20
b51,c86
b8,c3
b13,c67
b32,c53
b67,c90
b79,c11
b99,c76
b15,c14
b28,c96
b40,c90
b54,c28
b38,c15
b82,c67
b41,c26
b69,c13
b73,c98
b84,c72
b37,c42
b2,c29
b94,c50
b38,c32
b24,c65
b59,c51
b81,c58
b74,c94
b31,c24
b32,c75
b66,c1
b18,c30
b37,c97
b12,c34
b53,c78
b84,c73
b39,c47
b57,c7
b48,c53
b89,c50
b15,c66
b14,c21
b56,c73
b29,c85
b3,c37
b24,c87
b90,c13
b53,c77
b86,c19
b14,c48
b96,c90
b87,c60
b9,c45
b45,c82
b50,c19
b44,c68
b55,c84
b12,c28
b81,c8
b0,c32
b22,c31
b1,c70
b76,c68
b28,c99
b22,c25
b1,c6
b49,c24
b86,c36
b56,c34
b73,c91
b70,c19
b46,c50
b57,c94
b49,c93
b47,c8
b77,c49
b98,c26
b19,c42
b24,c22
b40,c28
b30,c7
b47,c15
b56,c39
b84,c9
b28,c39
b45,c29
b53,c50
b37,c25
b13,c55
b54,c96
b68,c70
b69,c44
b3,c48
b50,c12
b83,c72
b3,c51
b78,c91
b7,c99
b56,c2
b98,c1
b1,c58
b27,c9
b17,c15
b77,c37
b73,c50
b19,c90
b55,c25
b3,c62
b74,c38
b97,c82
b54,c41
b18,c15
b99,c62
b87,c19
b53,c49
b76,c55
b14,c27
b10,c16
b92,c16
b33,c90
b19,c40
b35,c37
b81,c49
b6,c58
b4,c79
b82,c98
b66,c24
b6,c3
b16,c9
b9,c38
b79,c28
b68,c7
b70,c54
b94,c74
b23,c66
b44,c50
b23,c22
b79,c5
b73,c79
b29,c9
b52,c0
b8,c17
b96,c3
b16,c14
b40,c39
b50,c1
b38,c66
b34,c8
b87,c66
b84,c44
b39,c16
b2,c93
b17,c64
b64,c54
b41,c15
b58,c91
b37,c66
b92,c80
b13,c58
b66,c86
b45,c31
b62,c38
b92,c24
b10,c40
b54,c4
b5,c98
b24,c37
b33,c76
b2,c13
b23,c65
b60,c86
b73,c20
b60,c43
b77,c2
b63,c48
b3,c81
b3,c10
b15,c73
b81,c1
b95,c35
b33,c80
b36,c49
b10,c10
b94,c64
b21,c83
b44,c99
b70,c53
b37,c38
b80,c44
b23,c5
b34,c57
b77,c62
b10,c82
b22,c94
b27,c80
b63,c84
b68,c35
b39,c23
b82,c45
b63,c20
b84,c84
b57,c1
b59,c48
b58,c65
b78,c25
b9,c97
b83,c47
b38,c14
b70,c11
b74,c28
b10,c38
b97,c30
b4,c78
b98,c46
b57,c52
b99,c33
b1,c71
b49,c82
b5,c70
b5,c42
b98,c41
b44,c6
b86,c72
b78,c95
b1,c53
b61,c38
b89,c43
b43,c69
b59,c34
b44,c60
b63,c49
b60,c47
b63,c23
b67,c39
b22,c3
b97,c62
b64,c48
b29,c24
b54,c46
b75,c94
b84,c49
b82,c62
b48,c78
b29,c68
b92,c30
b42,c22
b80,c62
b35,c98
b6,c5
b57,c68
b27,c0
b25,c36
b79,c44
b77,c43
b47,c36
b3,c56
b7,c61
b37,c28
b75,c50
b64,c33
b0,c89
b66,c93
b75,c3
b28,c79
b87,c7
b22,c79
b47,c34
b89,c4
b26,c61
b96,c36
b88,c8
b95,c96
b61,c6
b79,c91
b13,c45
b93,c49
b17,c5
b56,c36
b55,c74
b47,c74
b96,c70
b20,c3
b87,c92
b46,c95
b88,c80
b50,c15
b41,c13
b85,c70
b36,c56
b29,c16
b43,c16
b25,c25
b88,c22
b97,c55
b90,c91
b46,c5
b72,c49
b56,c92
b76,c75
b55,c36
b97,c18
b33,c58
b9,c43
b98,c98
b14,c82
b64,c50
b17,c27
b75,c4
b17,c72
b34,c65
b14,c36
b54,c86
b1,c90
b32,c51
b12,c5
b82,c49
b61,c40
b27,c20
b83,c61
b21,c77
b80,c32
b20,c59
b7,c6
b4,c89
b95,c9
b96,c56
b18,c24
b0,c27
b51,c20
b92,c48
b7,c55
b57,c31
b56,c15
b4,c50
b38,c55
b67,c8
b39,c86
b72,c87
b73,c67
b4,c59
b55,c96
b77,c73
b51,c62
b76,c12
b74,c23
b0,c22
b60,c3
b77,c48
b59,c42
b68,c4
b30,c42
b22,c69
b88,c25
b25,c48
b46,c75
b42,c92
b52,c84
b10,c21
b50,c46
b87,c57
b90,c82
b66,c84
b74,c73
b7,c75
b54,c63
b18,c56
b18,c2
b10,c15
b77,c36
b36,c44
b24,c0
b37,c27
b29,c0
b22,c81
b83,c56
b57,c97
b40,c77
b74,c10
b18,c26
b26,c18
b82,c0
b97,c51
b72,c53
b78,c36
b93,c52
b48,c13
b31,c61
b17,c29
b57,c96
b12,c39
b87,c10
b7,c76
b8,c2
b57,c34
b2,c25
b95,c5
b54,c62
b69,c93
b55,c39
b94,c58
b44,c21
b32,c33
b85,c91
b9,c82
b47,c22
b12,c69
b19,c86
b27,c23
b78,c45
b8,c98
b62,c97
b88,c3
b49,c28
b11,c1
b24,c25
b11,c50
b19,c33
b49,c25
b21,c28
b91,c95
b75,c11
b51,c88
b26,c34
b19,c56
b66,c82
b38,c29
b72,c9
b24,c52
b16,c25
b90,c27
b79,c40
b91,c64
b2,c94
b4,c48
b42,c55
b11,c20
b53,c43
b58,c56
b14,c73
b75,c30
b34,c27
b43,c74
b47,c86
b57,c56
b57,c70
b27,c16
b54,c51
b65,c66
b46,c15
b7,c7
b78,c64
b68,c34
b15,c24
b16,c17
b80,c79
b20,c83
b99,c78
b3,c85
b39,c5
b56,c69
b19,c96
b0,c38
b75,c46
b64,c93
b2,c83
b15,c88
b44,c82
b76,c72
b80,c97
b47,c3
b3,c71
b72,c26
b32,c97
b94,c54
b76,c76
b0,c21
b30,c74
b26,c13
b41,c21
b13,c11
b20,c9
b64,c31
b47,c43
b70,c40
b9,c28
b71,c44
b72,c35
b36,c77
b43,c91
b31,c8
b35,c78
b67,c30
b64,c9
b24,c92
b60,c76
b56,c46
b32,c86
b0,c6
b55,c35
b43,c63
b95,c21
b99,c34
b48,c6
b1,c22
b5,c52
b2,c61
b34,c58
b70,c77
b36,c1
b88,c83
b24,c16
b31,c36
b73,c80
b11,c18
b61,c26
b41,c38
b26,c67
b29,c54
b46,c82
b64,c28
b20,c40
b39,c74
b71,c49
b55,c33
b34,c73
b99,c43
b53,c16
b2,c44
b16,c26
b15,c32
b29,c32
b57,c69
b37,c80
b2,c71
b44,c54
b20,c99
b50,c93
b73,c52
b23,c29
b64,c83
b7,c65
b70,c25
b81,c26
b63,c62
b53,c69
b36,c23
b23,c99
b42,c20
b1,c92
b54,c66
b50,c76
b84,c54
b65,c32
b75,c39
b25,c69
b72,c62
b36,c94
b9,c91
b90,c33
b47,c17
b68,c37
b52,c9
b1,c25
b38,c61
b59,c43
b11,c84
b11,c7
b45,c73
b35,c17
b41,c36
b96,c94
b56,c7
b92,c5
b53,c9
b92,c86
b66,c34
b65,c53
b69,c34
b43,c38
b0,c48
b0,c67
b79,c93
b71,c29
b53,c30
b66,c56
b69,c47
b59,c11
b56,c1
b94,c59
b33,c2
b70,c72
b57,c74
b19,c89
b54,c37
b85,c10
b34,c0
b32,c39
b17,c59
b30,c6
b88,c40
b4,c31
b77,c26
b69,c39
b70,c22
b43,c39
b4,c54
b60,c67
b74,c40
b4,c41
b2,c33
b45,c74
b89,c39
b34,c20
b31,c34
b55,c90
b66,c5
b78,c73
b80,c88
b82,c95
b78,c19
b14,c15
b31,c33
b23,c8
b94,c39
b61,c29
b13,c14
b59,c78
b43,c60
b86,c58
b33,c13
b8,c21
b48,c14
b15,c84
b82,c56
b34,c53
b25,c82
b99,c51
b41,c30
b79,c13
b29,c40
b59,c87
b76,c2
b69,c75
b72,c73
b16,c34
b5,c64
b83,c30
b33,c49
b38,c7
b10,c93
b58,c57
b80,c57
b22,c16
b34,c40
b81,c27
b93,c38
b57,c86
b9,c72
b2,c46
b80,c22
b47,c92
b97,c69
b95,c94
b76,c22
b41,c19
b86,c81
b76,c28
b94,c60
b37,c24
b98,c23
b15,c12
b31,c48
b86,c2
b89,c23
b62,c73
b5,c39
b92,c92
b81,c75
b72,c64
b68,c33
b87,c71
b3,c59
b76,c6
b12,c54
b84,c77
b71,c24
b83,c5
b14,c24
b69,c20
b88,c17
b72,c68
b14,c49
b64,c51
b83,c48
b45,c24
b31,c46
b9,c78
b96,c77
b60,c58
b81,c79
b43,c66
b53,c20
b63,c21
b4,c2
b3,c50
b85,c41
b20,c50
b11,c90
b79,c78
b75,c38
b81,c18
b54,c24
b52,c53
b90,c25
b3,c6
b6,c79
b48,c81
b40,c50
b58,c1
b18,c22
b40,c15
b52,c58
b58,c72
b56,c18
b64,c20
b24,c28
b79,c69
b57,c57
b51,c72
b8,c96
b53,c65
b3,c7
b9,c25
b27,c81
b41,c87
b9,c66
b61,c52
b88,c36
b49,c54
b80,c54
b40,c32
b60,c21
b9,c81
b87,c30
b48,c4
b65,c31
b16,c35
b90,c77
b51,c58
b54,c94
b98,c94
b99,c98
b92,c43
b17,c93
b92,c65
b7,c16
b49,c65
b8,c29
b71,c51
b24,c75
b1,c41
b43,c61
b48,c83
b79,c35
b74,c63
b91,c35
b73,c23
b80,c18
b88,c89
b77,c98
b70,c5
b60,c9
b8,c53
b60,c56
b85,c27
b72,c3
b47,c19
b23,c34
b35,c49
b52,c38
b33,c46
b48,c28
b48,c58
b98,c35
b10,c18
b46,c29
b6,c8
b29,c72
b38,c71
b36,c88
b25,c49
b69,c71
b63,c26
b77,c33
b63,c3
b19,c44
b76,c94
b81,c14
b32,c72
b39,c60
b95,c83
b45,c33
b54,c27
b59,c53
b93,c82
b8,c68
b34,c82
b78,c86
b22,c7
b46,c24
b41,c20
b64,c79
b32,c90
b17,c77
b98,c95
b33,c91
b98,c79
b29,c11
b44,c29
b26,c8
b6,c99
b25,c80
b20,c4
b49,c7
b72,c27
b33,c22
b40,c99
b67,c93
b13,c98
b88,c75
b89,c82
b71,c56
b37,c18
b17,c31
b62,c96
b9,c67
b46,c30
b98,c60
b71,c42
b70,c52
b1,c48
b49,c48
b57,c84
b10,c27
b77,c0
b64,c16
b68,c47
b35,c35
b21,c90
b3,c96
b5,c14
b12,c12
b6,c91
b26,c99
b60,c65
b11,c47
b20,c47
b72,c69
b79,c47
b44,c49
b77,c69
b37,c5
b25,c85
b71,c75
b73,c43
b51,c28
b56,c27
b65,c96
b59,c54
b94,c6
b44,c41
b41,c75
b12,c48
b51,c45
b93,c33
b69,c82
b33,c16
b50,c62
b93,c14
b66,c71
b41,c35
b40,c8
b75,c27
b21,c63
b81,c61
b42,c15
b59,c47
b34,c66
b30,c66
b23,c70
b3,c35
b86,c78
b19,c59
b98,c17
b75,c48
b72,c50
b58,c41
b90,c15
b54,c18
b94,c91
b48,c72
b70,c38
b13,c72
b8,c45
b10,c24
b0,c51
b75,c74
b53,c73
b10,c12
b7,c67
b83,c28
b40,c80
b80,c72
b30,c68
b45,c0
b27,c78
b92,c4
b12,c62
b84,c20
b28,c21
b7,c32
b84,c91
b95,c17
b13,c62
b78,c52
b57,c29
b49,c45
b29,c79
b7,c44
b56,c57
b36,c30
b75,c23
b67,c19
b57,c93
b47,c56
b87,c81
b73,c74
b97,c54
b18,c83
b32,c43
b4,c1
b50,c74
b16,c61
b3,c74
b44,c96
b54,c5
b58,c53
b77,c28
b12,c94
b77,c84
b84,c66
b72,c65
b12,c74
b40,c96
b84,c58
b85,c79
b34,c28
b12,c80
b45,c41
b56,c66
b21,c85
b11,c80
b96,c80
b12,c57
b76,c99
b53,c31
b54,c55
b55,c42
b2,c23
b0,c52
b23,c30
b31,c30
b57,c8
b98,c84
b38,c81
b45,c51
b61,c75
b29,c91
b3,c91
b28,c64
b70,c35
b85,c83
b50,c24
b14,c78
b28,c44
b20,c97
b15,c92
b5,c59
b40,c64
b64,c84
b81,c87
b94,c11
b45,c96
b84,c46
b75,c60
b44,c39
b17,c96
b94,c86
b99,c44
b3,c52
b12,c59
b89,c78
b88,c24
b94,c20
b45,c71
b12,c44
b20,c84
b44,c2
b34,c44
b80,c69
b69,c25
b78,c61
b88,c52
b85,c75
b18,c18
b6,c60
b7,c48
b83,c86
b31,c83
b78,c76
b12,c2
b64,c21
b10,c81
b52,c52
b76,c56
b75,c5
b35,c88
b37,c48
b3,c94
b91,c98
b54,c83
b30,c67
b31,c94
b93,c45
b17,c41
b56,c89
b63,c37
b19,c94
b16,c48
b81,c7
b22,c71
b1,c24
b11,c76
b14,c87
b79,c33
b32,c12
b86,c10
b50,c14
b66,c0
b42,c52
b13,c95
b28,c10
b97,c63
b65,c2
b22,c30
b78,c2
b47,c11
b78,c17
b65,c67
b65,c69
b96,c54
b24,c3
b21,c32
b36,c33
b10,c84
b10,c53
b44,c0
b40,c36
b7,c28
b46,c14
b21,c69
b5,c38
b88,c87
b34,c68
b50,c51
b52,c43
b4,c92
b37,c13
b33,c7
b51,c91
b27,c69
b82,c79
b63,c98
b32,c77
b45,c89
b40,c47
b88,c82
b97,c46
b73,c60
b49,c86
b46,c26
b4,c69
b74,c83
b93,c2
b7,c88
b66,c2
b41,c71
b43,c19
b23,c11
b2,c87
b49,c79
b81,c92
b1,c62
b50,c60
b55,c72
b82,c36
b3,c18
b52,c89
b46,c11
b78,c78
b76,c62
b76,c31
b52,c17
b41,c41
b66,c51
b21,c67
b90,c29
b2,c67
b84,c45
b13,c25
b24,c55
b34,c37
b4,c53
b6,c52
b10,c98
b64,c17
b92,c55
b6,c96
b98,c68
b38,c35
b21,c47
b71,c63
b61,c16
b69,c98
b62,c5
b54,c13
b64,c58
b49,c90
b50,c32
b70,c61
b8,c84
b65,c52
b38,c99
b73,c18
b20,c14
b43,c67
b41,c83
b49,c13
b1,c68
b9,c76
b76,c23
b85,c80
b13,c85
b13,c4
b20,c62
b26,c60
b63,c6
b32,c36
b21,c64
b6,c50
b82,c99
b30,c9
b88,c6
b30,c45
b6,c68
b62,c95
b7,c98
b34,c34
b96,c13
b79,c2
b52,c8
b77,c24
b79,c32
b90,c11
b9,c98
b96,c67
b65,c25
b48,c88
b13,c40
b82,c75
b31,c96
b77,c55
b58,c42
b11,c32
b44,c52
b0,c66
b76,c87
b55,c5
b89,c87
b97,c90
b62,c82
b75,c92
b70,c27
b4,c14
b4,c43
b18,c81
b4,c95
b86,c71
b43,c97
b83,c66
b20,c18
b70,c14
b57,c20
b9,c34
b35,c71
b97,c9
b92,c99
b12,c89
b33,c25
b24,c61
b3,c70
b77,c18
b55,c6
b36,c63
b18,c51
b27,c56
b35,c90
b22,c62
b43,c87
b96,c33
b27,c12
b98,c82
b20,c23
b60,c28
b21,c62
b4,c37
b23,c81
b46,c71
b73,c63
b51,c32
b47,c73
b64,c82
b33,c57
b71,c50
b92,c79
b43,c52
b49,c4
b67,c76
b57,c42
b96,c57
b98,c10
b52,c90
b9,c80
b32,c6
b35,c10
b60,c52
b65,c85
b91,c66
b98,c22
b39,c10
b69,c56
b11,c52
b1,c98
b89,c65
b65,c38
b53,c22
b8,c19
b14,c9
b47,c51
b23,c42
b84,c24
b26,c74
b41,c12
b98,c39
b5,c56
b19,c83
b17,c80
b60,c12
b9,c56
b21,c52
b77,c77
b92,c66
b76,c7
b56,c50
b23,c87
b71,c90
b74,c12
b20,c79
b0,c91
b98,c88
b46,c40
b9,c77
b27,c82
b17,c32
b50,c65
b27,c36
b68,c38
b51,c94
b83,c24
b96,c86
b95,c2
b67,c65
b96,c96
b78,c26
b44,c18
b12,c45
b47,c32
b15,c42
b76,c57
b67,c78
b60,c77
b38,c24
b8,c70
b18,c53
b31,c86
b65,c8
b6,c17
b19,c70
b91,c62
b33,c85
b91,c52
b0,c95
b5,c26
b72,c40
b53,c51
b2,c14
b25,c87
b25,c68
b42,c40
b80,c35
b89,c54
b70,c79
b53,c26
b85,c22
b95,c78
b79,c36
b12,c90
b12,c33
b49,c26
b92,c74
b66,c4
b96,c97
b75,c71
b63,c27
b24,c64
b31,c23
b26,c29
b3,c24
b88,c1
b75,c26
b75,c66
b51,c70
b46,c67
b56,c47
b80,c89
b33,c73
b26,c45
b12,c17
b90,c54
b80,c90
b95,c56
b53,c39
b22,c15
b13,c71
b21,c36
b25,c13
b59,c99
b75,c28
b6,c63
b26,c52
b87,c18
b79,c60
b20,c88
b84,c34
b74,c22
b40,c84
b7,c79
b76,c40
b3,c26
b96,c15
b39,c13
b55,c26
b37,c89
b78,c65
b2,c15
b30,c48
b79,c79
b29,c66
b67,c58
b66,c48
b21,c7
b3,c33
b64,c81
b58,c78
b87,c21
b73,c78
b41,c85
b23,c72
b65,c59
b40,c61
b98,c81
b48,c55
b7,c8
b71,c74
b60,c87
b5,c84
b31,c43
b70,c55
b55,c94
b59,c30
b20,c85
b50,c18
b59,c23
b10,c95
b5,c76
b71,c81
b21,c68
b30,c26
b14,c22
b97,c95
b19,c71
b95,c64
b84,c0
b59,c7
b3,c55
b40,c25
b32,c27
b2,c16
b58,c51
b92,c15
b92,c97
b54,c45
b55,c17
b96,c35
b35,c64
b48,c48
b59,c29
b57,c24
b68,c19
b80,c56
b74,c96
b71,c21
b73,c22
b12,c29
b63,c31
b24,c14
b1,c51
b23,c97
b49,c80
b7,c13
b62,c14
b55,c44
b9,c21
b87,c63
b33,c27
b3,c13
b43,c34
b15,c55
b0,c81
b63,c41
b7,c41
b63,c11
b40,c44
b93,c62
b61,c45
b26,c71
b98,c65
b36,c78
b58,c76
b71,c86
b7,c53
b40,c88
b13,c76
b22,c46
b69,c77
b47,c46
b48,c42
b93,c40
b37,c2
b81,c97
b90,c99
b86,c17
b63,c10
b54,c93
b33,c93
b85,c71
b41,c99
b10,c89
b45,c93
b62,c85
b69,c43
b76,c74
b32,c92
b87,c22
b8,c92
b73,c65
b0,c79
b29,c76
b64,c74
b21,c72
b68,c53
b88,c78
b64,c32
b50,c94
b75,c14
b66,c17
b20,c82
b51,c82
b89,c45
b19,c2
b90,c57
b80,c73
b8,c67
b39,c44
b16,c46
b67,c54
b47,c5
b85,c85
b0,c1
b86,c51
b51,c54
b52,c66
b16,c10
b36,c55
b38,c40
b38,c62
b11,c56
b59,c9
b53,c28
b26,c55
b94,c71
b62,c57
b93,c9
b61,c70
b66,c29
b3,c87
b81,c16
b16,c7
b93,c29
b35,c55
b50,c75
b58,c77
b12,c3
b56,c70
b74,c3
b30,c34
b83,c65
b61,c15
b7,c20
b51,c33
b77,c89
b31,c31
b10,c74
b95,c49
b66,c61
b44,c91
b86,c18
b24,c74
b50,c39
b42,c56
b78,c57
b10,c6
b20,c34
b16,c16
b61,c9
b11,c73
b4,c21
b88,c18
b37,c74
b32,c4
b80,c12
b71,c82
b95,c72
b95,c61
b44,c57
b19,c43
b30,c13
b92,c18
b54,c7
b86,c89
b80,c15
b6,c4
b30,c64
b63,c12
b89,c80
b17,c60
b8,c8
b29,c21
b8,c11
b99,c30
b38,c92
b19,c64
b51,c89
b54,c73
b96,c27
b17,c84
b56,c71
b19,c76
b16,c4
b73,c0
b87,c41
b43,c59
b25,c93
b69,c79
b95,c1
b23,c58
b93,c1
b65,c94
b17,c2
b35,c99
b84,c70
b10,c91
b44,c76
b99,c53
b61,c22
b13,c82
b24,c98
b30,c62
b9,c88
b52,c75
b17,c19
b3,c58
b57,c46
b74,c29
b34,c43
b67,c7
b48,c38
b34,c91
b82,c70
b10,c30
b87,c4
b68,c51
b59,c77
b67,c6
b78,c40
b33,c11
b43,c93
b60,c35
b71,c7
b98,c19
b4,c80
b89,c91
b58,c19
b4,c86
b6,c55
b85,c87
b37,c11
b61,c3
b36,c85
b94,c42
b99,c12
b24,c32
b12,c49
b60,c25
b50,c58
b57,c49
b92,c17
b14,c2
b88,c9
b75,c82
b83,c6
b24,c40
b46,c86
b51,c7
b86,c91
b3,c25
b50,c73
b84,c10
b27,c54
b24,c24
b26,c2
b83,c78
b23,c14
b59,c0
b65,c51
b96,c82
b38,c5
b33,c98
b27,c99
b13,c3
b32,c85
b4,c74
b59,c96
b75,c31
b61,c27
b69,c41
b3,c68
b76,c85
b79,c98
b26,c88
b84,c48
b13,c87
b60,c91
b83,c29
b20,c58
b11,c12
b79,c80
b0,c74
b53,c53
b37,c70
b8,c44
b82,c53
b47,c39
b22,c39
b7,c46
b36,c62
b25,c97
b71,c32
b80,c17
b17,c71
b75,c65
b67,c20
b86,c94
b28,c18
b23,c56
b60,c13
b7,c60
b36,c93
b29,c34
b83,c50
b62,c25
b64,c69
b76,c97
b23,c77
b55,c38
b52,c91
b34,c51
b2,c8
b16,c5
b86,c62
b16,c24
b49,c8
b70,c44
b28,c30
b4,c35
b78,c5
b68,c27
b14,c95
b52,c59
b53,c59
b37,c76
b49,c81
b54,c8
b72,c80
b9,c99
b41,c0
b54,c36
b42,c78
b57,c43
b16,c21
b23,c40
b13,c52
b42,c93
b10,c55
b23,c27
b18,c88
b36,c27
b3,c73
b60,c96
b67,c66
b55,c14
b70,c75
b30,c14
b63,c99
b17,c44
b1,c45
b75,c15
b72,c93
b41,c94
b74,c64
b86,c12
b50,c48
b49,c92
b40,c92
b16,c62
b16,c74
b63,c53
